condition,group,root_id,cell_type,side,rate_hz
odor_a_da1_left,pam_nonzero,720575940628836412,PAM08,right,35.4
odor_a_da1_left,pam_nonzero,720575940629579836,PAM04,right,77.4
odor_a_da1_left,pam_nonzero,720575940629960192,PAM10,left,49.6
odor_a_da1_left,pam_nonzero,720575940630500293,PAM08,left,58.8
odor_a_da1_left,pam_nonzero,720575940630684943,PAM08,left,31.2
odor_a_da1_left,pam_nonzero,720575940630777631,PAM05,right,15.2
odor_a_da1_left,pam_nonzero,720575940630868271,PAM11,right,12.4
odor_a_da1_left,pam_nonzero,720575940631184439,PAM08,left,58.8
odor_a_da1_left,pam_nonzero,720575940631198776,PAM04,right,40.8
odor_a_da1_left,pam_nonzero,720575940631443304,PAM01,right,35.2
odor_a_da1_left,pam_nonzero,720575940631576903,PAM07,right,55.0
odor_a_da1_left,pam_nonzero,720575940631636035,PAM04,left,56.4
odor_a_da1_left,pam_nonzero,720575940631688808,PAM01,left,30.0
odor_a_da1_left,pam_nonzero,720575940633145996,PAM01,left,25.4
odor_a_da1_left,pam_nonzero,720575940633406745,PAM10,left,48.8
odor_a_da1_left,pam_nonzero,720575940633688476,PAM04,left,82.0
odor_a_da1_left,pam_nonzero,720575940634953079,PAM11,right,33.8
odor_a_da1_left,pam_nonzero,720575940635356316,PAM04,right,58.2
odor_a_da1_left,pam_nonzero,720575940637391582,PAM01,right,0.8
odor_a_da1_left,pam_nonzero,720575940638163940,PAM10,right,43.2
odor_a_da1_left,pam_nonzero,720575940639075150,PAM10,left,70.6
odor_a_da1_left,pam_nonzero,720575940639358579,PAM11,right,36.8
odor_a_da1_left,pam_nonzero,720575940639566406,PAM01,left,32.2
odor_a_da1_left,pam_nonzero,720575940641062901,PAM01,left,3.8
odor_a_da1_left,pam_nonzero,720575940643311501,PAM10,left,47.8
odor_a_da1_left,pam_nonzero,720575940643543200,PAM07,left,1.6
odor_a_da1_left,pam_nonzero,720575940643950190,PAM07,right,48.4
odor_a_da1_left,pam_nonzero,720575940644146724,PAM10,right,63.8
odor_a_da1_left,pam_nonzero,720575940644747828,PAM08,right,43.0
odor_a_da1_left,pam_nonzero,720575940646564916,PAM08,left,22.8
odor_a_da1_left,pam_nonzero,720575940646582836,PAM08,right,58.8
odor_a_da1_left,pam_nonzero,720575940647165828,PAM07,right,46.6
odor_a_da1_left,pam_nonzero,720575940648330105,PAM06,right,21.4
odor_a_da1_left,pam_nonzero,720575940649649785,PAM01,right,6.4
odor_a_da1_left,pam_nonzero,720575940650745977,PAM10,right,35.0
odor_a_da1_left,pam_nonzero,720575940654661281,PAM01,right,13.6
odor_a_da1_left,ppl1_nonzero,720575940609180611,PPL106,left,149.8
odor_a_da1_left,ppl1_nonzero,720575940615953202,PPL107,left,47.8
odor_a_da1_left,ppl1_nonzero,720575940617691170,PPL101,right,185.6
odor_a_da1_left,ppl1_nonzero,720575940618943389,PPL106,right,155.6
odor_a_da1_left,ppl1_nonzero,720575940619245016,PPL107,right,69.6
odor_a_da1_left,ppl1_nonzero,720575940621040737,PPL101,left,194.6
odor_a_da1_left,ppl1_nonzero,720575940623082665,PPL105,right,101.6
odor_a_da1_left,ppl1_nonzero,720575940624206728,PPL102,left,95.6
odor_a_da1_left,ppl1_nonzero,720575940627549205,PPL104,left,30.4
odor_a_da1_left,ppl1_nonzero,720575940627594568,PPL103,left,143.0
odor_a_da1_left,ppl1_nonzero,720575940631745367,PPL102,right,104.0
odor_a_da1_left,ppl1_nonzero,720575940631758393,PPL103,right,131.2
odor_a_da1_left,ppl1_nonzero,720575940632107335,PPL104,right,5.8
odor_a_da1_left,ppl1_nonzero,720575940647147908,PPL105,left,114.6
odor_a_da1_left,apl_nonzero,720575940613583001,APL,right,311.2
odor_a_da1_left,apl_nonzero,720575940624547622,APL,left,335.8
odor_b_dl2d_left,mbons_nonzero,720575940606953858,MBON23,right,52.6
odor_b_dl2d_left,mbons_nonzero,720575940609959637,MBON32,left,139.8
odor_b_dl2d_left,mbons_nonzero,720575940610647416,MBON10,right,52.6
odor_b_dl2d_left,mbons_nonzero,720575940610964946,MBON09,right,193.4
odor_b_dl2d_left,mbons_nonzero,720575940611344078,MBON20,right,121.6
odor_b_dl2d_left,mbons_nonzero,720575940612455338,MBON15,right,33.8
odor_b_dl2d_left,mbons_nonzero,720575940614026193,MBON14,right,144.4
odor_b_dl2d_left,mbons_nonzero,720575940614392999,MBON29,left,1.0
odor_b_dl2d_left,mbons_nonzero,720575940614595218,MBON28,left,3.0
