condition,root_id,side,rate_hz
baseline,720575940617598182,left,0.0
baseline,720575940617605154,right,0.0
baseline,720575940617612578,right,0.0
baseline,720575940617615846,left,0.0
baseline,720575940617623632,left,0.0
baseline,720575940617628962,right,0.0
baseline,720575940617648507,left,0.0
baseline,720575940617649969,right,0.0
baseline,720575940617650481,right,0.0
baseline,720575940617650722,right,0.0
baseline,720575940617672139,right,0.0
baseline,720575940617677784,left,0.0
baseline,720575940617687330,left,0.0
baseline,720575940617692962,left,0.0
baseline,720575940617696769,left,0.0
baseline,720575940617708747,right,0.0
baseline,720575940617713206,left,0.0
baseline,720575940617717917,left,0.0
baseline,720575940617727435,right,0.0
baseline,720575940617734603,right,0.0
baseline,720575940617750173,right,0.0
baseline,720575940617756450,right,0.0
baseline,720575940617766228,right,0.0
baseline,720575940617769217,right,0.0
baseline,720575940617771421,left,0.0
baseline,720575940617771521,right,0.0
baseline,720575940617792596,left,0.0
baseline,720575940617795073,left,0.0
baseline,720575940617807517,right,0.0
baseline,720575940617811540,right,0.0
baseline,720575940617814429,right,0.0
baseline,720575940617820929,left,0.0
baseline,720575940617825344,left,0.0
baseline,720575940617834560,right,0.0
baseline,720575940617845076,right,0.0
baseline,720575940617849920,right,0.0
baseline,720575940617853524,left,0.0
baseline,720575940617854036,left,0.0
baseline,720575940617855133,right,0.0
baseline,720575940617856340,right,0.0
baseline,720575940617857053,right,0.0
baseline,720575940617865117,left,0.0
baseline,720575940617865280,right,0.0
baseline,720575940617866048,right,0.0
baseline,720575940617871680,left,0.0
baseline,720575940617873728,left,0.0
baseline,720575940617873984,right,0.0
baseline,720575940617874205,left,0.0
baseline,720575940617876048,right,0.0
baseline,720575940617876288,left,0.0
baseline,720575940617877720,left,0.0
baseline,720575940617878080,right,0.0
baseline,720575940617893461,right,0.0
baseline,720575940617899403,left,0.0
baseline,720575940617902676,right,0.0
baseline,720575940617908820,right,0.0
baseline,720575940617911104,left,0.0
baseline,720575940617911360,right,0.0
baseline,720575940617922870,left,0.0
baseline,720575940617924432,right,0.0
baseline,720575940617926198,right,0.0
baseline,720575940617931547,left,0.0
baseline,720575940617937181,right,0.0
baseline,720575940617937437,right,0.0
baseline,720575940617940048,right,0.0
baseline,720575940617940304,right,0.0
baseline,720575940617941046,right,0.0
baseline,720575940617942326,left,0.0
baseline,720575940617954075,left,0.0
baseline,720575940617957915,left,0.0
baseline,720575940617957937,left,0.0
baseline,720575940617959729,left,0.0
baseline,720575940617963480,right,0.0
baseline,720575940617972253,left,0.0
baseline,720575940617973021,right,0.0
baseline,720575940617982800,right,0.0
baseline,720575940617989076,right,0.0
baseline,720575940618015773,right,0.0
baseline,720575940618021147,left,0.0
baseline,720575940618036509,right,0.0
baseline,720575940618036765,left,0.0
baseline,720575940618075733,left,0.0
baseline,720575940618106437,left,0.0
baseline,720575940618110021,left,0.0
baseline,720575940618112459,left,0.0
baseline,720575940618125893,left,0.0
baseline,720575940618131505,right,0.0
baseline,720575940618132184,left,0.0
baseline,720575940618133072,left,0.0
baseline,720575940618148406,right,0.0
baseline,720575940618150736,left,0.0
baseline,720575940618158160,left,0.0
baseline,720575940618163013,left,0.0
baseline,720575940618181445,left,0.0
baseline,720575940618182535,right,0.0
baseline,720575940618182981,right,0.0
baseline,720575940618183559,right,0.0
baseline,720575940618184839,right,0.0
baseline,720575940618185296,left,0.0
baseline,720575940618190160,left,0.0
baseline,720575940618190238,right,0.0
baseline,720575940618194708,right,0.0
baseline,720575940618198721,right,0.0
baseline,720575940618201620,right,0.0
baseline,720575940618203783,right,0.0
baseline,720575940618210251,right,0.0
baseline,720575940618211742,left,0.0
baseline,720575940618223518,left,0.0
baseline,720575940618224709,right,0.0
baseline,720575940618225566,left,0.0
baseline,720575940618226085,right,0.0
baseline,720575940618226245,right,0.0
baseline,720575940618245569,right,0.0
baseline,720575940618258742,right,0.0
baseline,720575940618266491,right,0.0
baseline,720575940618266747,right,0.0
baseline,720575940618266900,right,0.0
baseline,720575940618277681,left,0.0
baseline,720575940618292785,left,0.0
baseline,720575940618292939,right,0.0
baseline,720575940618293589,left,0.0
baseline,720575940618294853,left,0.0
baseline,720575940618299712,right,0.0
baseline,720575940618306112,right,0.0
baseline,720575940618306718,left,0.0
baseline,720575940618326292,right,0.0
baseline,720575940618334145,right,0.0
baseline,720575940618337300,right,0.0
baseline,720575940618337985,right,0.0
baseline,720575940618339777,right,0.0
baseline,720575940618341952,right,0.0
baseline,720575940618349703,left,0.0
baseline,720575940618353186,left,0.0
baseline,720575940618359745,right,0.0
baseline,720575940618371777,right,0.0
baseline,720575940618376327,left,0.0
baseline,720575940618379723,left,0.0
baseline,720575940618394453,right,0.0
baseline,720575940618396399,right,0.0
baseline,720575940618400459,left,0.0
baseline,720575940618407589,left,0.0
baseline,720575940618418085,left,0.0
baseline,720575940618419776,right,0.0
baseline,720575940618422592,right,0.0
baseline,720575940618425246,left,0.0
baseline,720575940618427712,left,0.0
baseline,720575940618436672,right,0.0
baseline,720575940618464379,left,0.0
baseline,720575940618469725,left,0.0
baseline,720575940618470383,right,0.0
baseline,720575940618473808,left,0.0
baseline,720575940618492224,left,0.0
baseline,720575940618497216,right,0.0
baseline,720575940618506155,right,0.0
baseline,720575940618510868,left,0.0
baseline,720575940618517440,right,0.0
baseline,720575940618526912,right,0.0
baseline,720575940618529044,left,0.0
baseline,720575940618531099,left,0.0
baseline,720575940618544367,right,0.0
baseline,720575940618544623,right,0.0
baseline,720575940618545903,right,0.0
baseline,720575940618547280,right,0.0
baseline,720575940618548975,right,0.0
baseline,720575940618565313,left,0.0
baseline,720575940618572422,right,0.0
baseline,720575940618586459,right,0.0
baseline,720575940618592390,right,0.0
baseline,720575940618606160,left,0.0
baseline,720575940618612928,left,0.0
baseline,720575940618627207,right,0.0
baseline,720575940618630193,left,0.0
baseline,720575940618657334,right,0.0
baseline,720575940618657950,right,0.0
baseline,720575940618659998,left,0.0
baseline,720575940618662939,right,0.0
baseline,720575940618667143,right,0.0
baseline,720575940618671495,right,0.0
baseline,720575940618671751,right,0.0
baseline,720575940618678548,left,0.0
baseline,720575940618683328,left,0.0
baseline,720575940618691742,right,0.0
baseline,720575940618696896,left,0.0
baseline,720575940618700573,left,0.0
baseline,720575940618707183,left,0.0
baseline,720575940618714351,left,0.0
baseline,720575940618722475,left,0.0
baseline,720575940618731934,left,0.0
baseline,720575940618739621,right,0.0
baseline,720575940618746747,right,0.0
baseline,720575940618756987,left,0.0
baseline,720575940618758178,right,0.0
baseline,720575940618765528,right,0.0
baseline,720575940618770230,right,0.0
baseline,720575940618776833,right,0.0
baseline,720575940618779118,right,0.0
baseline,720575940618790966,left,0.0
baseline,720575940618817182,right,0.0
baseline,720575940618830459,left,0.0
baseline,720575940618839942,left,0.0
baseline,720575940618841910,right,0.0
baseline,720575940618844353,right,0.0
baseline,720575940618844465,left,0.0
baseline,720575940618846001,right,0.0
baseline,720575940618849841,right,0.0
baseline,720575940618861504,left,0.0
baseline,720575940618868273,left,0.0
baseline,720575940618869406,left,0.0
baseline,720575940618873723,right,0.0
baseline,720575940618875819,left,0.0
baseline,720575940618876062,right,0.0
baseline,720575940618876075,left,0.0
baseline,720575940618886336,left,0.0
baseline,720575940618887151,left,0.0
baseline,720575940618889387,left,0.0
baseline,720575940618894246,right,0.0
baseline,720575940618894528,left,0.0
baseline,720575940618903931,left,0.0
baseline,720575940618904229,left,0.0
baseline,720575940618905766,right,0.0
baseline,720575940618924965,left,0.0
baseline,720575940618926319,left,0.0
baseline,720575940618963950,left,0.0
baseline,720575940618975936,left,0.0
baseline,720575940618980299,right,0.0
baseline,720575940618989421,right,0.0
baseline,720575940618992449,right,0.0
baseline,720575940618992749,right,0.0
baseline,720575940618994880,right,0.0
baseline,720575940618997297,right,0.0
baseline,720575940619003051,left,0.0
baseline,720575940619008192,left,0.0
baseline,720575940619010251,left,0.0
baseline,720575940619021958,left,0.0
baseline,720575940619026241,right,0.0
baseline,720575940619028289,right,0.0
baseline,720575940619031572,left,0.0
baseline,720575940619036911,right,0.0
baseline,720575940619038061,right,0.0
baseline,720575940619041133,right,0.0
baseline,720575940619054027,right,0.0
baseline,720575940619055969,right,0.0
baseline,720575940619060321,right,0.0
baseline,720575940619077217,right,0.0
baseline,720575940619078592,right,0.0
baseline,720575940619090529,right,0.0
baseline,720575940619090785,right,0.0
baseline,720575940619105190,left,0.0
baseline,720575940619112102,left,0.0
baseline,720575940619115845,right,0.0
baseline,720575940619119782,left,0.0
baseline,720575940619143590,left,0.0
baseline,720575940619146837,left,0.0
baseline,720575940619147349,right,0.0
baseline,720575940619148117,left,0.0
baseline,720575940619152110,left,0.0
baseline,720575940619153749,left,0.0
baseline,720575940619154891,right,0.0
baseline,720575940619155029,right,0.0
baseline,720575940619155182,left,0.0
baseline,720575940619155541,left,0.0
baseline,720575940619156565,right,0.0
baseline,720575940619197899,left,0.0
baseline,720575940619205103,left,0.0
baseline,720575940619205229,left,0.0
baseline,720575940619221569,left,0.0
baseline,720575940619226607,left,0.0
baseline,720575940619229037,left,0.0
baseline,720575940619229761,left,0.0
baseline,720575940619242081,left,0.0
baseline,720575940619245121,left,0.0
baseline,720575940619245648,left,0.0
baseline,720575940619247713,left,0.0
baseline,720575940619249318,left,0.0
baseline,720575940619250785,left,0.0
baseline,720575940619254448,right,0.0
baseline,720575940619259374,left,0.0
baseline,720575940619259477,right,0.0
baseline,720575940619259886,left,0.0
baseline,720575940619260737,left,0.0
baseline,720575940619271384,right,0.0
baseline,720575940619272920,left,0.0
baseline,720575940619274456,left,0.0
baseline,720575940619297073,left,0.0
baseline,720575940619298865,left,0.0
baseline,720575940619305808,right,0.0
baseline,720575940619311286,left,0.0
baseline,720575940619319512,left,0.0
baseline,720575940619336942,right,0.0
baseline,720575940619353766,left,0.0
baseline,720575940619354417,left,0.0
baseline,720575940619355185,left,0.0
baseline,720575940619357275,left,0.0
baseline,720575940619358001,left,0.0
baseline,720575940619358257,right,0.0
baseline,720575940619369198,right,0.0
baseline,720575940619375701,right,0.0
baseline,720575940619382833,left,0.0
baseline,720575940619382875,right,0.0
baseline,720575940619404214,right,0.0
baseline,720575940619404982,right,0.0
baseline,720575940619412596,right,0.0
baseline,720575940619414132,right,0.0
baseline,720575940619421505,left,0.0
baseline,720575940619423398,left,0.0
baseline,720575940619430326,right,0.0
baseline,720575940619434887,right,0.0
baseline,720575940619435399,right,0.0
baseline,720575940619439792,left,0.0
baseline,720575940619443376,left,0.0
baseline,720575940619444139,right,0.0
baseline,720575940619463088,left,0.0
baseline,720575940619465904,left,0.0
baseline,720575940619466416,left,0.0
baseline,720575940619472225,left,0.0
baseline,720575940619475376,left,0.0
baseline,720575940619477809,left,0.0
baseline,720575940619487414,right,0.0
baseline,720575940619495664,right,0.0
baseline,720575940619509744,right,0.0
baseline,720575940619509925,left,0.0
baseline,720575940619511206,left,0.0
baseline,720575940619516144,right,0.0
baseline,720575940619519909,right,0.0
baseline,720575940619527845,left,0.0
baseline,720575940619535563,right,0.0
baseline,720575940619556437,right,0.0
baseline,720575940619587009,right,0.0
baseline,720575940619597761,right,0.0
baseline,720575940619599213,left,0.0
baseline,720575940619604134,left,0.0
baseline,720575940619616193,left,0.0
baseline,720575940619630207,right,0.0
baseline,720575940619637845,left,0.0
baseline,720575940619640149,left,0.0
baseline,720575940619649109,left,0.0
baseline,720575940619651019,right,0.0
baseline,720575940619652555,right,0.0
baseline,720575940619658433,right,0.0
baseline,720575940619659969,left,0.0
baseline,720575940619665023,right,0.0
baseline,720575940619667041,left,0.0
baseline,720575940619668053,right,0.0
baseline,720575940619668212,right,0.0
baseline,720575940619668577,left,0.0
baseline,720575940619672656,right,0.0
baseline,720575940619673936,right,0.0
baseline,720575940619682625,right,0.0
baseline,720575940619684299,left,0.0
baseline,720575940619684688,right,0.0
baseline,720575940619693003,right,0.0
baseline,720575940619695553,right,0.0
baseline,720575940619695809,right,0.0
baseline,720575940619695860,right,0.0
baseline,720575940619696660,left,0.0
baseline,720575940619701631,right,0.0
baseline,720575940619704656,left,0.0
baseline,720575940619705983,right,0.0
baseline,720575940619713200,right,0.0
baseline,720575940619722576,right,0.0
baseline,720575940619723088,right,0.0
baseline,720575940619723979,left,0.0
baseline,720575940619731392,right,0.0
baseline,720575940619734720,left,0.0
baseline,720575940619742144,left,0.0
baseline,720575940619742656,right,0.0
baseline,720575940619743680,left,0.0
baseline,720575940619744960,right,0.0
baseline,720575940619754734,left,0.0
baseline,720575940619756148,left,0.0
baseline,720575940619766613,left,0.0
baseline,720575940619769008,right,0.0
baseline,720575940619770228,left,0.0
baseline,720575940619777520,left,0.0
baseline,720575940619778645,right,0.0
baseline,720575940619781620,right,0.0
baseline,720575940619793012,left,0.0
baseline,720575940619794512,right,0.0
baseline,720575940619795883,right,0.0
baseline,720575940619802539,right,0.0
baseline,720575940619808756,right,0.0
baseline,720575940619809263,left,0.0
baseline,720575940619813637,right,0.0
baseline,720575940619825237,left,0.0
baseline,720575940619828359,right,0.0
baseline,720575940619834965,right,0.0
baseline,720575940619835733,left,0.0
baseline,720575940619842580,right,0.0
baseline,720575940619855696,left,0.0
baseline,720575940619856822,left,0.0
baseline,720575940619863174,right,0.0
baseline,720575940619864912,right,0.0
baseline,720575940619866657,right,0.0
baseline,720575940619872372,right,0.0
baseline,720575940619876702,right,0.0
baseline,720575940619895329,right,0.0
baseline,720575940619896581,right,0.0
baseline,720575940619897734,right,0.0
baseline,720575940619898759,left,0.0
baseline,720575940619899527,left,0.0
baseline,720575940619901063,left,0.0
baseline,720575940619902343,left,0.0
baseline,720575940619906987,left,0.0
baseline,720575940619916720,left,0.0
baseline,720575940619936639,left,0.0
baseline,720575940619937718,right,0.0
baseline,720575940619938998,right,0.0
baseline,720575940619942320,left,0.0
baseline,720575940619949040,left,0.0
baseline,720575940619954091,right,0.0
baseline,720575940619960926,right,0.0
baseline,720575940619964916,left,0.0
baseline,720575940619965684,left,0.0
baseline,720575940619967879,right,0.0
baseline,720575940619968647,left,0.0
baseline,720575940619970586,right,0.0
baseline,720575940619971009,left,0.0
baseline,720575940619974689,right,0.0
baseline,720575940619977566,right,0.0
baseline,720575940619978266,right,0.0
baseline,720575940619985140,left,0.0
baseline,720575940619994759,right,0.0
baseline,720575940619995418,right,0.0
baseline,720575940620002036,left,0.0
baseline,720575940620004129,right,0.0
baseline,720575940620007457,right,0.0
baseline,720575940620012321,right,0.0
baseline,720575940620020257,right,0.0
baseline,720575940620020769,right,0.0
baseline,720575940620029575,left,0.0
baseline,720575940620036385,right,0.0
baseline,720575940620039589,right,0.0
baseline,720575940620039956,right,0.0
baseline,720575940620041125,right,0.0
baseline,720575940620042375,right,0.0
baseline,720575940620045061,left,0.0
baseline,720575940620051580,right,0.0
baseline,720575940620054277,left,0.0
baseline,720575940620055790,right,0.0
baseline,720575940620058236,right,0.0
baseline,720575940620058350,left,0.0
baseline,720575940620059045,right,0.0
baseline,720575940620073606,right,0.0
baseline,720575940620079856,right,0.0
baseline,720575940620109191,right,0.0
baseline,720575940620124028,right,0.0
baseline,720575940620126076,right,0.0
baseline,720575940620143525,right,0.0
baseline,720575940620153876,right,0.0
baseline,720575940620154206,left,0.0
baseline,720575940620156692,left,0.0
baseline,720575940620172272,left,0.0
baseline,720575940620172397,right,0.0
baseline,720575940620176237,right,0.0
baseline,720575940620177517,left,0.0
baseline,720575940620179309,left,0.0
baseline,720575940620179821,right,0.0
baseline,720575940620182399,left,0.0
baseline,720575940620187305,right,0.0
baseline,720575940620196336,left,0.0
baseline,720575940620197658,left,0.0
baseline,720575940620200709,left,0.0
baseline,720575940620205951,right,0.0
baseline,720575940620210854,left,0.0
baseline,720575940620210857,right,0.0
baseline,720575940620211622,right,0.0
baseline,720575940620223398,right,0.0
baseline,720575940620225264,left,0.0
baseline,720575940620226470,left,0.0
baseline,720575940620226729,right,0.0
baseline,720575940620227617,left,0.0
baseline,720575940620229729,left,0.0
baseline,720575940620230497,right,0.0
baseline,720575940620232363,right,0.0
baseline,720575940620235968,right,0.0
baseline,720575940620236270,left,0.0
baseline,720575940620263233,left,0.0
baseline,720575940620268123,left,0.0
baseline,720575940620272064,right,0.0
baseline,720575940620272832,right,0.0
baseline,720575940620273023,right,0.0
baseline,720575940620273279,left,0.0
baseline,720575940620273344,left,0.0
baseline,720575940620274497,right,0.0
baseline,720575940620276801,right,0.0
baseline,720575940620282758,right,0.0
baseline,720575940620283227,left,0.0
baseline,720575940620286558,left,0.0
baseline,720575940620303040,right,0.0
baseline,720575940620305499,left,0.0
baseline,720575940620305502,left,0.0
baseline,720575940620307806,left,0.0
baseline,720575940620310625,right,0.0
baseline,720575940620311430,left,0.0
baseline,720575940620316766,left,0.0
baseline,720575940620320380,left,0.0
baseline,720575940620326336,left,0.0
baseline,720575940620329152,left,0.0
baseline,720575940620333958,right,0.0
baseline,720575940620342768,left,0.0
baseline,720575940620344837,right,0.0
baseline,720575940620347329,left,0.0
baseline,720575940620349376,left,0.0
baseline,720575940620349564,left,0.0
baseline,720575940620349632,left,0.0
baseline,720575940620351838,right,0.0
baseline,720575940620354241,right,0.0
baseline,720575940620354849,right,0.0
baseline,720575940620355009,right,0.0
baseline,720575940620355934,left,0.0
baseline,720575940620356800,right,0.0
baseline,720575940620363691,right,0.0
baseline,720575940620363885,left,0.0
baseline,720575940620373697,left,0.0
baseline,720575940620378246,left,0.0
baseline,720575940620378657,left,0.0
baseline,720575940620382317,left,0.0
baseline,720575940620382854,left,0.0
baseline,720575940620393643,right,0.0
baseline,720575940620403649,right,0.0
baseline,720575940620407628,right,0.0
baseline,720575940620410606,right,0.0
baseline,720575940620411841,right,0.0
baseline,720575940620413355,right,0.0
baseline,720575940620418774,right,0.0
baseline,720575940620420129,left,0.0
baseline,720575940620422494,right,0.0
baseline,720575940620424641,right,0.0
baseline,720575940620425310,right,0.0
baseline,720575940620429317,left,0.0
baseline,720575940620434671,right,0.0
baseline,720575940620436395,left,0.0
baseline,720575940620440558,left,0.0
baseline,720575940620440559,left,0.0
baseline,720575940620442817,right,0.0
baseline,720575940620442885,left,0.0
baseline,720575940620451916,right,0.0
baseline,720575940620454849,left,0.0
baseline,720575940620457904,right,0.0
baseline,720575940620460108,right,0.0
baseline,720575940620463536,left,0.0
baseline,720575940620464204,right,0.0
baseline,720575940620465996,right,0.0
baseline,720575940620467836,left,0.0
baseline,720575940620469742,right,0.0
baseline,720575940620472046,left,0.0
baseline,720575940620474582,right,0.0
baseline,720575940620475630,left,0.0
baseline,720575940620495484,left,0.0
baseline,720575940620495830,right,0.0
baseline,720575940620500417,right,0.0
baseline,720575940620507862,right,0.0
baseline,720575940620520513,right,0.0
baseline,720575940620521754,right,0.0
baseline,720575940620530812,left,0.0
baseline,720575940620537071,right,0.0
baseline,720575940620537839,left,0.0
baseline,720575940620544182,left,0.0
baseline,720575940620551901,right,0.0
baseline,720575940620567661,left,0.0
baseline,720575940620572125,right,0.0
baseline,720575940620576494,right,0.0
baseline,720575940620577652,right,0.0
baseline,720575940620578269,right,0.0
baseline,720575940620588653,right,0.0
baseline,720575940620589677,left,0.0
baseline,720575940620591273,left,0.0
baseline,720575940620594415,left,0.0
baseline,720575940620600700,right,0.0
baseline,720575940620603245,right,0.0
baseline,720575940620607982,right,0.0
baseline,720575940620608238,right,0.0
baseline,720575940620611822,left,0.0
baseline,720575940620612590,left,0.0
baseline,720575940620623201,left,0.0
baseline,720575940620623725,left,0.0
baseline,720575940620649084,right,0.0
baseline,720575940620652214,left,0.0
baseline,720575940620653377,left,0.0
baseline,720575940620655169,right,0.0
baseline,720575940620659489,left,0.0
baseline,720575940620682662,right,0.0
baseline,720575940620682934,right,0.0
baseline,720575940620684014,left,0.0
baseline,720575940620684156,right,0.0
baseline,720575940620685436,right,0.0
baseline,720575940620686761,right,0.0
baseline,720575940620700769,right,0.0
baseline,720575940620713129,right,0.0
baseline,720575940620734305,left,0.0
baseline,720575940620737121,left,0.0
baseline,720575940620741485,right,0.0
baseline,720575940620746093,right,0.0
baseline,720575940620746662,left,0.0
baseline,720575940620754529,right,0.0
baseline,720575940620759105,left,0.0
baseline,720575940620767709,left,0.0
baseline,720575940620774977,left,0.0
baseline,720575940620775233,left,0.0
baseline,720575940620779841,left,0.0
baseline,720575940620810316,left,0.0
baseline,720575940620811073,right,0.0
baseline,720575940620811340,left,0.0
baseline,720575940620813478,right,0.0
baseline,720575940620816961,right,0.0
baseline,720575940620822593,right,0.0
baseline,720575940620823617,left,0.0
baseline,720575940620827713,right,0.0
baseline,720575940620828912,right,0.0
baseline,720575940620831949,right,0.0
baseline,720575940620834544,left,0.0
baseline,720575940620850017,left,0.0
baseline,720575940620862273,right,0.0
baseline,720575940620880333,right,0.0
baseline,720575940620883917,right,0.0
baseline,720575940620889153,left,0.0
baseline,720575940620889302,left,0.0
baseline,720575940620892877,right,0.0
baseline,720575940620896588,left,0.0
baseline,720575940620904780,right,0.0
baseline,720575940620905174,left,0.0
baseline,720575940620923980,right,0.0
baseline,720575940620929238,left,0.0
baseline,720575940620931750,right,0.0
baseline,720575940620932684,right,0.0
baseline,720575940620936870,right,0.0
baseline,720575940620936925,left,0.0
baseline,720575940620947981,right,0.0
baseline,720575940620948340,left,0.0
baseline,720575940620955149,right,0.0
baseline,720575940620955357,left,0.0
baseline,720575940620955613,left,0.0
baseline,720575940620956173,right,0.0
baseline,720575940620959256,right,0.0
baseline,720575940620973848,right,0.0
baseline,720575940620996621,right,0.0
baseline,720575940620998424,right,0.0
baseline,720575940621000180,left,0.0
baseline,720575940621005044,right,0.0
baseline,720575940621010804,right,0.0
baseline,720575940621017840,right,0.0
baseline,720575940621017921,right,0.0
baseline,720575940621019457,right,0.0
baseline,720575940621022836,left,0.0
baseline,720575940621023041,right,0.0
baseline,720575940621023297,right,0.0
baseline,720575940621023809,right,0.0
baseline,720575940621044701,right,0.0
baseline,720575940621051312,left,0.0
baseline,720575940621051468,left,0.0
baseline,720575940621056577,right,0.0
baseline,720575940621071203,right,0.0
baseline,720575940621073117,right,0.0
baseline,720575940621073840,right,0.0
baseline,720575940621076429,left,0.0
baseline,720575940621083085,left,0.0
baseline,720575940621084771,right,0.0
baseline,720575940621086134,right,0.0
baseline,720575940621087408,right,0.0
baseline,720575940621090659,right,0.0
baseline,720575940621094093,left,0.0
baseline,720575940621094527,right,0.0
baseline,720575940621097855,left,0.0
baseline,720575940621121140,right,0.0
baseline,720575940621121206,right,0.0
baseline,720575940621122164,left,0.0
baseline,720575940621129181,right,0.0
baseline,720575940621146294,right,0.0
baseline,720575940621146956,right,0.0
baseline,720575940621149812,left,0.0
baseline,720575940621162416,right,0.0
baseline,720575940621163021,left,0.0
baseline,720575940621163636,right,0.0
baseline,720575940621167030,left,0.0
baseline,720575940621174192,right,0.0
baseline,720575940621174704,right,0.0
baseline,720575940621174742,left,0.0
baseline,720575940621174960,left,0.0
baseline,720575940621175472,right,0.0
baseline,720575940621176670,right,0.0
baseline,720575940621178206,right,0.0
baseline,720575940621179230,left,0.0
baseline,720575940621183768,left,0.0
baseline,720575940621187166,left,0.0
baseline,720575940621189637,right,0.0
baseline,720575940621202608,left,0.0
baseline,720575940621203376,right,0.0
baseline,720575940621207216,right,0.0
baseline,720575940621225910,right,0.0
baseline,720575940621228894,right,0.0
baseline,720575940621230430,right,0.0
baseline,720575940621236406,left,0.0
baseline,720575940621250486,right,0.0
baseline,720575940621259800,left,0.0
baseline,720575940621280545,left,0.0
baseline,720575940621280801,left,0.0
baseline,720575940621288225,right,0.0
baseline,720575940621290017,right,0.0
baseline,720575940621296639,right,0.0
baseline,720575940621312033,left,0.0
baseline,720575940621321001,right,0.0
baseline,720575940621321412,right,0.0
baseline,720575940621322534,right,0.0
baseline,720575940621331621,left,0.0
baseline,720575940621332574,left,0.0
baseline,720575940621334980,right,0.0
baseline,720575940621351876,right,0.0
baseline,720575940621357147,right,0.0
baseline,720575940621358472,left,0.0
baseline,720575940621358984,left,0.0
baseline,720575940621359142,right,0.0
baseline,720575940621376196,right,0.0
baseline,720575940621382852,right,0.0
baseline,720575940621388301,left,0.0
baseline,720575940621389764,right,0.0
baseline,720575940621391636,right,0.0
baseline,720575940621392901,left,0.0
baseline,720575940621400163,left,0.0
baseline,720575940621403844,right,0.0
baseline,720575940621411822,left,0.0
baseline,720575940621413158,right,0.0
baseline,720575940621413670,right,0.0
baseline,720575940621413926,right,0.0
baseline,720575940621415885,right,0.0
baseline,720575940621419032,left,0.0
baseline,720575940621422104,left,0.0
baseline,720575940621444777,left,0.0
baseline,720575940621444877,left,0.0
baseline,720575940621447704,left,0.0
baseline,720575940621457577,left,0.0
baseline,720575940621460645,right,0.0
baseline,720575940621462797,right,0.0
baseline,720575940621471732,right,0.0
baseline,720575940621475085,right,0.0
baseline,720575940621477402,right,0.0
baseline,720575940621487088,left,0.0
baseline,720575940621491696,right,0.0
baseline,720575940621504269,right,0.0
baseline,720575940621507475,right,0.0
baseline,720575940621513165,left,0.0
baseline,720575940621516179,right,0.0
baseline,720575940621518218,right,0.0
baseline,720575940621521663,left,0.0
baseline,720575940621527337,left,0.0
baseline,720575940621529215,right,0.0
baseline,720575940621529980,right,0.0
baseline,720575940621538431,right,0.0
baseline,720575940621541514,right,0.0
baseline,720575940621545968,left,0.0
baseline,720575940621549592,left,0.0
baseline,720575940621552116,right,0.0
baseline,720575940621552372,left,0.0
baseline,720575940621553535,right,0.0
baseline,720575940621554815,right,0.0
baseline,720575940621554968,right,0.0
baseline,720575940621557859,left,0.0
baseline,720575940621560052,right,0.0
baseline,720575940621561226,right,0.0
baseline,720575940621567472,right,0.0
baseline,720575940621574026,right,0.0
baseline,720575940621576063,left,0.0
baseline,720575940621577152,left,0.0
baseline,720575940621581802,right,0.0
baseline,720575940621590250,right,0.0
baseline,720575940621594723,right,0.0
baseline,720575940621597678,left,0.0
baseline,720575940621606755,right,0.0
baseline,720575940621612159,left,0.0
baseline,720575940621614118,left,0.0
baseline,720575940621616776,left,0.0
baseline,720575940621626406,left,0.0
baseline,720575940621646728,left,0.0
baseline,720575940621648008,right,0.0
baseline,720575940621650116,left,0.0
baseline,720575940621650303,left,0.0
baseline,720575940621658502,right,0.0
baseline,720575940621661197,left,0.0
baseline,720575940621680133,right,0.0
baseline,720575940621688926,right,0.0
baseline,720575940621692440,left,0.0
baseline,720575940621700190,right,0.0
baseline,720575940621708638,left,0.0
baseline,720575940621709132,right,0.0
baseline,720575940621716067,left,0.0
baseline,720575940621720959,left,0.0
baseline,720575940621728214,left,0.0
baseline,720575940621728844,left,0.0
baseline,720575940621729171,left,0.0
baseline,720575940621730175,left,0.0
baseline,720575940621730687,right,0.0
baseline,720575940621736662,left,0.0
baseline,720575940621741971,left,0.0
baseline,720575940621749253,left,0.0
baseline,720575940621762330,right,0.0
baseline,720575940621763475,left,0.0
baseline,720575940621763767,right,0.0
baseline,720575940621764385,left,0.0
baseline,720575940621767977,left,0.0
baseline,720575940621770010,right,0.0
baseline,720575940621784298,left,0.0
baseline,720575940621784926,left,0.0
baseline,720575940621786295,right,0.0
baseline,720575940621786602,left,0.0
baseline,720575940621786807,right,0.0
baseline,720575940621791356,right,0.0
baseline,720575940621796390,left,0.0
baseline,720575940621802751,right,0.0
baseline,720575940621807300,left,0.0
baseline,720575940621809246,right,0.0
baseline,720575940621810871,right,0.0
baseline,720575940621812006,left,0.0
baseline,720575940621817322,left,0.0
baseline,720575940621819739,left,0.0
baseline,720575940621829813,right,0.0
baseline,720575940621832542,right,0.0
baseline,720575940621837601,right,0.0
baseline,720575940621839086,right,0.0
baseline,720575940621845018,right,0.0
baseline,720575940621851174,left,0.0
baseline,720575940621853353,left,0.0
baseline,720575940621857313,right,0.0
baseline,720575940621862405,left,0.0
