condition,root_id,glomerulus,side,rate_hz
odor_b_dl2d_left,720575940608341806,VL2p,left,126.2
odor_b_dl2d_left,720575940608628419,VM7v,right,22.8
odor_b_dl2d_left,720575940608845525,VC5,left,158.0
odor_b_dl2d_left,720575940608898005,VM4,right,143.8
odor_b_dl2d_left,720575940608970197,DA4l,left,139.2
odor_b_dl2d_left,720575940609447179,VC4,right,102.8
odor_b_dl2d_left,720575940609454603,VC4,left,108.2
odor_b_dl2d_left,720575940609460491,VA2,right,131.4
odor_b_dl2d_left,720575940609496585,DL2d,right,63.8
odor_b_dl2d_left,720575940609891886,VA7m,right,87.4
odor_b_dl2d_left,720575940609903077,DL2d,right,145.4
odor_b_dl2d_left,720575940610048981,VM3,left,149.4
odor_b_dl2d_left,720575940610052266,DA2,right,40.8
odor_b_dl2d_left,720575940610100437,VM7d,right,117.4
odor_b_dl2d_left,720575940610505170,VM5v,left,110.4
odor_b_dl2d_left,720575940611022515,DL2v,left,159.2
odor_b_dl2d_left,720575940611079236,VA2,left,204.2
odor_b_dl2d_left,720575940611372714,VM5d,left,88.4
odor_b_dl2d_left,720575940611520721,VP1l+,right,0.0
odor_b_dl2d_left,720575940611703080,D,right,150.6
odor_b_dl2d_left,720575940611849187,DA2,left,56.4
odor_b_dl2d_left,720575940612062426,VL2a,left,121.2
odor_b_dl2d_left,720575940612197374,D,right,160.0
odor_b_dl2d_left,720575940612355507,DA1,right,139.2
odor_b_dl2d_left,720575940612699761,DM6,right,105.6
odor_b_dl2d_left,720575940613167007,VM7d,left,82.6
odor_b_dl2d_left,720575940613345442,DA1,left,140.0
odor_b_dl2d_left,720575940613419695,DC3,left,140.2
odor_b_dl2d_left,720575940613579943,DC4,left,108.6
odor_b_dl2d_left,720575940613655483,DL2d,right,102.0
odor_b_dl2d_left,720575940613706866,DL2d,left,209.0
odor_b_dl2d_left,720575940613864401,DM5,right,19.8
odor_b_dl2d_left,720575940614309535,DA1,left,138.4
odor_b_dl2d_left,720575940614714178,DL2v,right,156.2
odor_b_dl2d_left,720575940614727903,DM3,left,162.2
odor_b_dl2d_left,720575940615160386,VL1,right,195.4
odor_b_dl2d_left,720575940615255993,DL3,right,86.4
odor_b_dl2d_left,720575940615322674,VL2a,left,111.2
odor_b_dl2d_left,720575940615366055,DM4,right,175.4
odor_b_dl2d_left,720575940615394719,VC3,left,104.2
odor_b_dl2d_left,720575940615406751,DC4,right,0.0
odor_b_dl2d_left,720575940615808029,VM4,right,130.4
odor_b_dl2d_left,720575940616020795,VM5d,right,62.4
odor_b_dl2d_left,720575940616079035,DL1,left,189.8
odor_b_dl2d_left,720575940616566133,VM3,right,103.4
odor_b_dl2d_left,720575940616824588,DC2,left,165.4
odor_b_dl2d_left,720575940617179451,VM2,left,107.2
odor_b_dl2d_left,720575940617207185,DL5,left,216.8
odor_b_dl2d_left,720575940617229632,DA1,right,122.4
odor_b_dl2d_left,720575940617343316,DL4,right,116.4
odor_b_dl2d_left,720575940617642832,VM4,right,120.8
odor_b_dl2d_left,720575940617668747,VA4,left,171.2
odor_b_dl2d_left,720575940617781383,DC3,right,143.6
odor_b_dl2d_left,720575940617903168,VM7d,right,95.6
odor_b_dl2d_left,720575940617917760,VM3,right,111.0
odor_b_dl2d_left,720575940618277184,VA7l,right,170.2
odor_b_dl2d_left,720575940618295454,VL2a,left,226.4
odor_b_dl2d_left,720575940618308825,DP1m,left,270.4
odor_b_dl2d_left,720575940618461121,VM4,left,149.0
odor_b_dl2d_left,720575940618499238,D,right,156.6
odor_b_dl2d_left,720575940618865112,VL2p,right,247.2
odor_b_dl2d_left,720575940619071005,DM1,right,213.4
odor_b_dl2d_left,720575940619280705,VM2,right,68.6
odor_b_dl2d_left,720575940619337536,VM7v,left,101.2
odor_b_dl2d_left,720575940619385765,DA1,left,132.8
odor_b_dl2d_left,720575940619411147,VP1m,left,234.6
odor_b_dl2d_left,720575940619456728,VA3,right,122.8
odor_b_dl2d_left,720575940619531373,DL2v,right,152.4
odor_b_dl2d_left,720575940619620852,VA1d,left,107.6
odor_b_dl2d_left,720575940619637780,VM5v,right,127.4
odor_b_dl2d_left,720575940619807397,DL3,left,92.8
odor_b_dl2d_left,720575940619838912,VA5,left,111.2
odor_b_dl2d_left,720575940619895125,VP2,left,261.0
odor_b_dl2d_left,720575940619902598,VC3,left,74.8
odor_b_dl2d_left,720575940619928429,VC3,left,144.6
odor_b_dl2d_left,720575940620068518,VA7m,left,106.2
odor_b_dl2d_left,720575940620103590,DL2d,left,265.8
odor_b_dl2d_left,720575940620189790,VM5v,left,86.8
odor_b_dl2d_left,720575940620199962,VA1v,left,113.8
odor_b_dl2d_left,720575940620266406,VA1d,right,90.2
odor_b_dl2d_left,720575940620437339,DM6,left,98.2
odor_b_dl2d_left,720575940620465904,VC3,left,152.2
odor_b_dl2d_left,720575940620467438,DL2v,left,160.0
odor_b_dl2d_left,720575940620566808,VP1l+,right,37.2
odor_b_dl2d_left,720575940620595053,VL1,left,197.8
odor_b_dl2d_left,720575940620638335,DL3,left,77.6
odor_b_dl2d_left,720575940621103743,VA1v,right,142.0
odor_b_dl2d_left,720575940621123113,DL2d,right,152.8
odor_b_dl2d_left,720575940621185050,DA1,left,122.0
odor_b_dl2d_left,720575940621203632,DL3,right,85.6
odor_b_dl2d_left,720575940621239679,DA1,right,133.0
odor_b_dl2d_left,720575940621256212,VM7v,left,88.8
odor_b_dl2d_left,720575940621316033,VC3,right,0.0
odor_b_dl2d_left,720575940621333696,VA5,right,111.6
odor_b_dl2d_left,720575940621529435,DC1,right,248.8
odor_b_dl2d_left,720575940621533985,VC3,right,91.4
odor_b_dl2d_left,720575940621696747,VA1v,right,69.8
odor_b_dl2d_left,720575940621926669,DL3,left,99.0
odor_b_dl2d_left,720575940622287142,VM5v,right,103.2
odor_b_dl2d_left,720575940622311704,DA2,right,39.6
odor_b_dl2d_left,720575940622364184,DA2,left,83.2
odor_b_dl2d_left,720575940622368792,DL1,left,174.0
odor_b_dl2d_left,720575940622448589,VA1d,right,109.4
odor_b_dl2d_left,720575940622574532,VA7m,right,108.0
odor_b_dl2d_left,720575940622675494,DM4,right,86.6
odor_b_dl2d_left,720575940622726271,DP1m,right,265.0
odor_b_dl2d_left,720575940622734835,DA2,left,67.6
odor_b_dl2d_left,720575940622762995,DA2,right,72.6
odor_b_dl2d_left,720575940622785062,DM6,left,90.2
odor_b_dl2d_left,720575940622811430,VA1d,left,119.4
odor_b_dl2d_left,720575940623303108,DA1,right,130.2
odor_b_dl2d_left,720575940623444715,VM1,left,177.6
odor_b_dl2d_left,720575940623528925,DM4,left,208.8
odor_b_dl2d_left,720575940623543881,DA1,right,113.0
odor_b_dl2d_left,720575940623605943,VP2,left,0.0
odor_b_dl2d_left,720575940623739076,VA1v,right,62.6
odor_b_dl2d_left,720575940623902471,DM6,right,102.4
odor_b_dl2d_left,720575940623913364,VP1d,right,121.6
odor_b_dl2d_left,720575940623922869,DL2d,left,164.2
odor_b_dl2d_left,720575940623945404,VC3,right,135.8
odor_b_dl2d_left,720575940624001321,VC4,left,136.2
odor_b_dl2d_left,720575940624030819,VP1l+,right,23.2
odor_b_dl2d_left,720575940624057853,VM6,left,248.6
odor_b_dl2d_left,720575940624083484,VP1l+,right,11.6
odor_b_dl2d_left,720575940624106442,DA2,right,49.0
odor_b_dl2d_left,720575940624106701,DP1l,right,68.4
odor_b_dl2d_left,720575940624515571,VC5,left,169.4
odor_b_dl2d_left,720575940624661552,VM5v,right,120.6
odor_b_dl2d_left,720575940624834697,VM4,right,144.0
odor_b_dl2d_left,720575940624863015,VL1,left,162.4
odor_b_dl2d_left,720575940624941244,DL2d,right,123.4
odor_b_dl2d_left,720575940625014928,VA1v,right,69.4
odor_b_dl2d_left,720575940625176094,VP1l+,left,35.0
odor_b_dl2d_left,720575940625431866,VM5v,left,103.0
odor_b_dl2d_left,720575940625493400,DM6,right,107.8
odor_b_dl2d_left,720575940625564676,VA1d,right,102.4
odor_b_dl2d_left,720575940625627023,VP1l+,left,62.0
odor_b_dl2d_left,720575940625784153,VA7l,left,173.4
odor_b_dl2d_left,720575940625924618,DA3,left,0.0
odor_b_dl2d_left,720575940626034819,DA1,left,99.2
odor_b_dl2d_left,720575940626043218,VP4,right,81.4
odor_b_dl2d_left,720575940626143806,V,right,241.4
odor_b_dl2d_left,720575940626247823,VM4,left,146.0
odor_b_dl2d_left,720575940626601994,VL2a,right,120.0
odor_b_dl2d_left,720575940626937617,DA2,left,54.0
odor_b_dl2d_left,720575940626986885,VC4,right,78.6
odor_b_dl2d_left,720575940627035388,VM5d,left,91.6
odor_b_dl2d_left,720575940627042064,DL1,right,179.2
odor_b_dl2d_left,720575940627160322,DC2,left,177.0
odor_b_dl2d_left,720575940627245585,VP4,left,46.8
odor_b_dl2d_left,720575940627353426,DL3,left,81.0
odor_b_dl2d_left,720575940627480586,VM3,left,144.2
odor_b_dl2d_left,720575940627708688,DL4,left,151.2
odor_b_dl2d_left,720575940627772009,DL2v,left,146.8
odor_b_dl2d_left,720575940627844734,D,left,165.0
odor_b_dl2d_left,720575940628035543,VA7m,right,83.2
odor_b_dl2d_left,720575940628077568,VM1,left,151.6
odor_b_dl2d_left,720575940628181520,DL2v,left,145.6
odor_b_dl2d_left,720575940628259407,DA2,right,72.2
odor_b_dl2d_left,720575940628283560,VA1v,left,100.0
odor_b_dl2d_left,720575940628316047,DL2d,left,297.6
odor_b_dl2d_left,720575940628323919,DM4,left,90.8
odor_b_dl2d_left,720575940628346194,VP1l+,left,56.0
odor_b_dl2d_left,720575940628467611,VL2p,left,262.6
odor_b_dl2d_left,720575940628524292,VM7d,left,112.0
odor_b_dl2d_left,720575940628739560,VC2,left,178.4
odor_b_dl2d_left,720575940628882450,DL3,right,95.6
odor_b_dl2d_left,720575940629009513,VA3,right,108.6
odor_b_dl2d_left,720575940629011655,VP1d,left,132.0
odor_b_dl2d_left,720575940629097922,VA1v,left,103.8
odor_b_dl2d_left,720575940629279544,VM5d,right,75.0
odor_b_dl2d_left,720575940629301248,V,right,1.0
odor_b_dl2d_left,720575940629451833,DL2d,right,50.6
odor_b_dl2d_left,720575940629546538,DC4,left,18.0
odor_b_dl2d_left,720575940629733626,VA1v,left,81.0
odor_b_dl2d_left,720575940629926159,DM5,left,51.4
odor_b_dl2d_left,720575940629947439,VL2p,right,112.8
odor_b_dl2d_left,720575940630024566,DM2,left,156.4
odor_b_dl2d_left,720575940630066007,DA1,right,142.4
odor_b_dl2d_left,720575940630097103,VC2,right,138.6
odor_b_dl2d_left,720575940630131663,DC3,left,134.8
odor_b_dl2d_left,720575940630155083,DA3,right,36.0
odor_b_dl2d_left,720575940630217086,DL2d,right,108.4
odor_b_dl2d_left,720575940630493818,DC2,right,149.4
odor_b_dl2d_left,720575940630546540,V,left,226.6
odor_b_dl2d_left,720575940630547909,VA1d,right,105.4
odor_b_dl2d_left,720575940630549370,DM3,right,148.6
odor_b_dl2d_left,720575940630584079,VP1l+,left,71.0
odor_b_dl2d_left,720575940630770042,DM1,left,227.0
odor_b_dl2d_left,720575940630778428,DL3,left,99.4
odor_b_dl2d_left,720575940630895055,VC5,right,132.0
odor_b_dl2d_left,720575940630914858,DC4,right,113.6
odor_b_dl2d_left,720575940630928715,DL2d,left,260.4
odor_b_dl2d_left,720575940630983954,VL1,right,177.8
odor_b_dl2d_left,720575940630989354,VA1v,right,44.0
odor_b_dl2d_left,720575940631054634,VC5,right,141.8
odor_b_dl2d_left,720575940631161570,DL2v,right,171.0
odor_b_dl2d_left,720575940631193052,DC2,right,130.0
odor_b_dl2d_left,720575940631305068,DP1l,left,70.6
odor_b_dl2d_left,720575940631328104,DM6,left,99.2
odor_b_dl2d_left,720575940631347011,VP2,right,47.0
odor_b_dl2d_left,720575940631462200,VM7d,right,96.2
odor_b_dl2d_left,720575940631742156,VA1v,right,160.4
odor_b_dl2d_left,720575940631930828,DA4m,left,194.4
odor_b_dl2d_left,720575940632167085,DL1,right,187.0
odor_b_dl2d_left,720575940632571583,VL2a,left,107.4
odor_b_dl2d_left,720575940632698797,VM6,right,242.2
odor_b_dl2d_left,720575940632720026,VA1v,left,157.0
odor_b_dl2d_left,720575940632868563,VA5,right,104.4
odor_b_dl2d_left,720575940633165025,VA1v,right,84.0
odor_b_dl2d_left,720575940633166151,DC4,left,0.0
odor_b_dl2d_left,720575940633190847,VC1,right,196.8
odor_b_dl2d_left,720575940633499548,VA5,right,102.6
odor_b_dl2d_left,720575940633804212,D,left,175.2
odor_b_dl2d_left,720575940634229615,VA1v,left,155.8
odor_b_dl2d_left,720575940634325087,VM5d,right,66.4
odor_b_dl2d_left,720575940634710629,DL3,right,107.2
odor_b_dl2d_left,720575940634939327,DC3,left,140.8
odor_b_dl2d_left,720575940635066975,VP1m,right,202.0
odor_b_dl2d_left,720575940635082871,VM5d,left,129.6
odor_b_dl2d_left,720575940635604581,DL3,right,102.6
odor_b_dl2d_left,720575940635933119,VC4,left,138.8
odor_b_dl2d_left,720575940635983770,DP1l,right,257.0
odor_b_dl2d_left,720575940636873791,VA6,left,237.8
odor_b_dl2d_left,720575940637009636,VA5,left,107.8
odor_b_dl2d_left,720575940637056887,DC1,left,260.6
odor_b_dl2d_left,720575940637208718,DA1,left,143.2
odor_b_dl2d_left,720575940637231593,VA5,left,114.8
odor_b_dl2d_left,720575940637469254,DA1,right,123.2
odor_b_dl2d_left,720575940637526190,VC1,left,203.8
odor_b_dl2d_left,720575940637594334,VA6,right,234.6
odor_b_dl2d_left,720575940637628762,DM2,right,127.6
odor_b_dl2d_left,720575940637864355,DL2v,right,151.4
odor_b_dl2d_left,720575940637910106,V,left,117.2
odor_b_dl2d_left,720575940637943374,DC3,right,147.2
odor_b_dl2d_left,720575940638583869,VL2a,right,127.2
odor_b_dl2d_left,720575940638624189,DM2,right,131.4
odor_b_dl2d_left,720575940638633535,DM2,left,164.6
odor_b_dl2d_left,720575940638719104,DA2,left,38.4
odor_b_dl2d_left,720575940639080765,DL5,right,201.8
odor_b_dl2d_left,720575940639121571,VM5d,right,67.2
odor_b_dl2d_left,720575940639337461,DA2,right,73.6
odor_b_dl2d_left,720575940639680957,VA7m,left,111.8
odor_b_dl2d_left,720575940640032896,DM5,left,70.6
odor_b_dl2d_left,720575940640398477,VA7m,left,114.2
odor_b_dl2d_left,720575940640697808,VM2,left,73.4
odor_b_dl2d_left,720575940640804853,VA1d,left,154.8
odor_b_dl2d_left,720575940640971995,VM4,left,145.6
odor_b_dl2d_left,720575940642046453,DL2d,left,240.4
odor_b_dl2d_left,720575940642086389,VA4,right,128.0
odor_b_dl2d_left,720575940642492576,DM5,right,48.8
odor_b_dl2d_left,720575940644004768,VM1,right,146.2
odor_b_dl2d_left,720575940644258327,DM5,left,88.2
odor_b_dl2d_left,720575940644961588,VM5d,left,95.6
odor_b_dl2d_left,720575940646122804,DA1,left,139.2
odor_b_dl2d_left,720575940648650884,DP1l,left,267.2
odor_b_dl2d_left,720575940649045369,DA4l,right,125.6
odor_b_dl2d_left,720575940649133945,DA3,right,0.0
odor_b_dl2d_left,720575940652875681,DC4,right,0.0
odor_b_dl2d_left,720575940656090017,VA3,left,121.2
odor_b_dl2d_left,720575940659400577,DA3,left,3.0
