condition,group,root_id,cell_type,side,rate_hz
odor_b_dl2d_left,pam_nonzero,720575940644747828,PAM08,right,48.8
odor_b_dl2d_left,pam_nonzero,720575940645932579,PAM01,left,12.0
odor_b_dl2d_left,pam_nonzero,720575940646564916,PAM08,left,31.4
odor_b_dl2d_left,pam_nonzero,720575940646582836,PAM08,right,61.6
odor_b_dl2d_left,pam_nonzero,720575940647165828,PAM07,right,50.8
odor_b_dl2d_left,pam_nonzero,720575940648330105,PAM06,right,24.0
odor_b_dl2d_left,pam_nonzero,720575940649649785,PAM01,right,19.2
odor_b_dl2d_left,pam_nonzero,720575940650745977,PAM10,right,50.6
odor_b_dl2d_left,pam_nonzero,720575940654661281,PAM01,right,24.2
odor_b_dl2d_left,pam_nonzero,720575940658674049,PAM07,right,0.6
odor_b_dl2d_left,pam_nonzero,720575940660271745,PAM10,left,28.8
odor_b_dl2d_left,ppl1_nonzero,720575940609180611,PPL106,left,167.6
odor_b_dl2d_left,ppl1_nonzero,720575940615953202,PPL107,left,35.0
odor_b_dl2d_left,ppl1_nonzero,720575940617691170,PPL101,right,203.4
odor_b_dl2d_left,ppl1_nonzero,720575940618943389,PPL106,right,174.2
odor_b_dl2d_left,ppl1_nonzero,720575940619245016,PPL107,right,63.8
odor_b_dl2d_left,ppl1_nonzero,720575940621040737,PPL101,left,211.0
odor_b_dl2d_left,ppl1_nonzero,720575940623082665,PPL105,right,118.6
odor_b_dl2d_left,ppl1_nonzero,720575940624206728,PPL102,left,100.4
odor_b_dl2d_left,ppl1_nonzero,720575940627549205,PPL104,left,27.6
odor_b_dl2d_left,ppl1_nonzero,720575940627594568,PPL103,left,151.6
odor_b_dl2d_left,ppl1_nonzero,720575940631745367,PPL102,right,110.4
odor_b_dl2d_left,ppl1_nonzero,720575940631758393,PPL103,right,139.2
odor_b_dl2d_left,ppl1_nonzero,720575940632107335,PPL104,right,4.2
odor_b_dl2d_left,ppl1_nonzero,720575940647147908,PPL105,left,136.8
odor_b_dl2d_left,apl_nonzero,720575940613583001,APL,right,317.2
odor_b_dl2d_left,apl_nonzero,720575940624547622,APL,left,339.6
