duration_ms,trials,condition,root_id,cell_type,side,rate_hz
1000.0,5,kc_set_b,720575940630496374,MBON05,right,0.2
1000.0,5,kc_set_b,720575940630864847,MBON09,right,35.8
1000.0,5,kc_set_b,720575940631177803,MBON24,left,0.8
1000.0,5,kc_set_b,720575940632535756,MBON14,left,76.2
1000.0,5,kc_set_b,720575940636992368,MBON31,right,1.2
1000.0,5,kc_set_b,720575940637902938,MBON35,left,1.2
1000.0,5,kc_set_b,720575940638028607,MBON06,right,0.8
1000.0,5,kc_set_b,720575940638526278,MBON32,right,0.2
1000.0,5,kc_set_b,720575940638774606,MBON17,left,0.2
1000.0,5,kc_set_b,720575940643696288,MBON14,left,82.8
1000.0,5,kc_set_b,720575940644615716,MBON31,left,1.6
1000.0,5,kc_set_b,720575940645304430,MBON13,left,6.6
1000.0,5,kc_set_b,720575940652390134,MBON07,left,22.4
1000.0,2,kc_set_a,720575940609959637,MBON32,left,39.5
1000.0,2,kc_set_a,720575940610964946,MBON09,right,20.5
1000.0,2,kc_set_a,720575940615221811,MBON10,right,0.5
1000.0,2,kc_set_a,720575940617302365,MBON07,left,45.5
1000.0,2,kc_set_a,720575940617552340,MBON02,right,45.5
1000.0,2,kc_set_a,720575940617749538,MBON11,right,1.0
1000.0,2,kc_set_a,720575940621828443,MBON12,left,9.0
1000.0,2,kc_set_a,720575940622979277,MBON27,left,1.5
1000.0,2,kc_set_a,720575940623182847,MBON33,left,1.0
1000.0,2,kc_set_a,720575940623201833,MBON11,left,94.0
1000.0,2,kc_set_a,720575940623377802,MBON16,left,2.5
1000.0,2,kc_set_a,720575940624185095,MBON02,left,41.0
1000.0,2,kc_set_a,720575940624539284,MBON18,left,14.5
1000.0,2,kc_set_a,720575940624590316,MBON03,right,80.0
1000.0,2,kc_set_a,720575940628734376,MBON04,right,17.0
1000.0,2,kc_set_a,720575940629422086,MBON09,left,107.0
1000.0,2,kc_set_a,720575940629856515,MBON09,left,107.0
1000.0,2,kc_set_a,720575940630075703,MBON12,left,6.5
1000.0,2,kc_set_a,720575940630864847,MBON09,right,20.5
1000.0,2,kc_set_a,720575940631177803,MBON24,left,1.0
1000.0,2,kc_set_a,720575940632118343,MBON10,left,0.5
1000.0,2,kc_set_a,720575940632535756,MBON14,left,70.0
1000.0,2,kc_set_a,720575940637902938,MBON35,left,20.0
1000.0,2,kc_set_a,720575940638028607,MBON06,right,0.5
1000.0,2,kc_set_a,720575940638774606,MBON17,left,0.5
1000.0,2,kc_set_a,720575940639556467,MBON10,right,0.5
1000.0,2,kc_set_a,720575940642142861,MBON10,left,0.5
1000.0,2,kc_set_a,720575940643696288,MBON14,left,79.0
1000.0,2,kc_set_a,720575940645304430,MBON13,left,4.0
1000.0,2,kc_set_a,720575940647328900,MBON10,right,0.5
1000.0,2,kc_set_b,720575940609959637,MBON32,left,41.5
1000.0,2,kc_set_b,720575940610964946,MBON09,right,20.0
1000.0,2,kc_set_b,720575940614595218,MBON28,left,10.5
1000.0,2,kc_set_b,720575940617302365,MBON07,left,65.5
1000.0,2,kc_set_b,720575940617552340,MBON02,right,23.5
1000.0,2,kc_set_b,720575940617567206,MBON23,left,19.0
1000.0,2,kc_set_b,720575940621828443,MBON12,left,0.5
1000.0,2,kc_set_b,720575940622979277,MBON27,left,12.5
1000.0,2,kc_set_b,720575940623182847,MBON33,left,0.5
1000.0,2,kc_set_b,720575940623201833,MBON11,left,74.5
1000.0,2,kc_set_b,720575940623377802,MBON16,left,10.0
1000.0,2,kc_set_b,720575940624185095,MBON02,left,31.5
1000.0,2,kc_set_b,720575940624539284,MBON18,left,27.5
1000.0,2,kc_set_b,720575940624590316,MBON03,right,104.5
1000.0,2,kc_set_b,720575940628734376,MBON04,right,50.0
1000.0,2,kc_set_b,720575940629422086,MBON09,left,94.5
1000.0,2,kc_set_b,720575940629856515,MBON09,left,95.5
1000.0,2,kc_set_b,720575940629981440,MBON26,left,17.5
1000.0,2,kc_set_b,720575940630075703,MBON12,left,2.0
1000.0,2,kc_set_b,720575940630864847,MBON09,right,35.0
1000.0,2,kc_set_b,720575940631177803,MBON24,left,1.0
1000.0,2,kc_set_b,720575940632535756,MBON14,left,77.0
1000.0,2,kc_set_b,720575940636992368,MBON31,right,1.0
1000.0,2,kc_set_b,720575940637902938,MBON35,left,1.0
1000.0,2,kc_set_b,720575940638028607,MBON06,right,1.0
1000.0,2,kc_set_b,720575940638526278,MBON32,right,0.5
1000.0,2,kc_set_b,720575940643696288,MBON14,left,84.5
1000.0,2,kc_set_b,720575940644615716,MBON31,left,2.0
1000.0,2,kc_set_b,720575940645304430,MBON13,left,6.5
1000.0,2,kc_set_b,720575940652390134,MBON07,left,25.0
1000.0,1,kc_set_a,720575940609959637,MBON32,left,40.0
1000.0,1,kc_set_a,720575940610964946,MBON09,right,20.0
1000.0,1,kc_set_a,720575940615221811,MBON10,right,1.0
1000.0,1,kc_set_a,720575940617302365,MBON07,left,44.0
1000.0,1,kc_set_a,720575940617552340,MBON02,right,44.0
1000.0,1,kc_set_a,720575940617749538,MBON11,right,1.0
1000.0,1,kc_set_a,720575940621828443,MBON12,left,11.0
1000.0,1,kc_set_a,720575940622979277,MBON27,left,2.0
1000.0,1,kc_set_a,720575940623182847,MBON33,left,2.0
1000.0,1,kc_set_a,720575940623201833,MBON11,left,99.0
1000.0,1,kc_set_a,720575940623377802,MBON16,left,3.0
1000.0,1,kc_set_a,720575940624185095,MBON02,left,40.0
1000.0,1,kc_set_a,720575940624539284,MBON18,left,14.0
1000.0,1,kc_set_a,720575940624590316,MBON03,right,78.0
1000.0,1,kc_set_a,720575940628734376,MBON04,right,16.0
1000.0,1,kc_set_a,720575940629422086,MBON09,left,109.0
1000.0,1,kc_set_a,720575940629856515,MBON09,left,109.0
1000.0,1,kc_set_a,720575940630075703,MBON12,left,8.0
1000.0,1,kc_set_a,720575940630864847,MBON09,right,20.0
1000.0,1,kc_set_a,720575940631177803,MBON24,left,1.0
1000.0,1,kc_set_a,720575940632118343,MBON10,left,1.0
1000.0,1,kc_set_a,720575940632535756,MBON14,left,70.0
1000.0,1,kc_set_a,720575940637902938,MBON35,left,21.0
1000.0,1,kc_set_a,720575940638028607,MBON06,right,1.0
1000.0,1,kc_set_a,720575940639556467,MBON10,right,1.0
1000.0,1,kc_set_a,720575940642142861,MBON10,left,1.0
1000.0,1,kc_set_a,720575940643696288,MBON14,left,78.0
1000.0,1,kc_set_a,720575940645304430,MBON13,left,2.0
1000.0,1,kc_set_a,720575940647328900,MBON10,right,1.0
1000.0,1,kc_set_b,720575940609959637,MBON32,left,43.0
1000.0,1,kc_set_b,720575940610964946,MBON09,right,17.0
1000.0,1,kc_set_b,720575940614595218,MBON28,left,10.0
1000.0,1,kc_set_b,720575940617302365,MBON07,left,65.0
1000.0,1,kc_set_b,720575940617552340,MBON02,right,24.0
1000.0,1,kc_set_b,720575940617567206,MBON23,left,21.0
1000.0,1,kc_set_b,720575940621828443,MBON12,left,1.0
1000.0,1,kc_set_b,720575940622979277,MBON27,left,13.0
1000.0,1,kc_set_b,720575940623182847,MBON33,left,1.0
1000.0,1,kc_set_b,720575940623201833,MBON11,left,79.0
1000.0,1,kc_set_b,720575940623377802,MBON16,left,10.0
1000.0,1,kc_set_b,720575940624185095,MBON02,left,32.0
1000.0,1,kc_set_b,720575940624539284,MBON18,left,28.0
1000.0,1,kc_set_b,720575940624590316,MBON03,right,105.0
1000.0,1,kc_set_b,720575940628734376,MBON04,right,49.0
1000.0,1,kc_set_b,720575940629422086,MBON09,left,95.0
1000.0,1,kc_set_b,720575940629856515,MBON09,left,96.0
1000.0,1,kc_set_b,720575940629981440,MBON26,left,15.0
1000.0,1,kc_set_b,720575940630075703,MBON12,left,2.0
1000.0,1,kc_set_b,720575940630864847,MBON09,right,35.0
1000.0,1,kc_set_b,720575940631177803,MBON24,left,1.0
1000.0,1,kc_set_b,720575940632535756,MBON14,left,76.0
1000.0,1,kc_set_b,720575940636992368,MBON31,right,1.0
1000.0,1,kc_set_b,720575940637902938,MBON35,left,1.0
1000.0,1,kc_set_b,720575940638028607,MBON06,right,1.0
1000.0,1,kc_set_b,720575940638526278,MBON32,right,1.0
1000.0,1,kc_set_b,720575940643696288,MBON14,left,85.0
1000.0,1,kc_set_b,720575940644615716,MBON31,left,2.0
1000.0,1,kc_set_b,720575940645304430,MBON13,left,9.0
1000.0,1,kc_set_b,720575940652390134,MBON07,left,26.0
500.0,5,kc_set_a,720575940609959637,MBON32,left,41.2
500.0,5,kc_set_a,720575940610647416,MBON10,right,0.4
500.0,5,kc_set_a,720575940610964946,MBON09,right,21.2
500.0,5,kc_set_a,720575940615221811,MBON10,right,0.4
500.0,5,kc_set_a,720575940617302365,MBON07,left,45.2
500.0,5,kc_set_a,720575940617552340,MBON02,right,44.8
500.0,5,kc_set_a,720575940617749538,MBON11,right,0.8
500.0,5,kc_set_a,720575940621828443,MBON12,left,15.2
500.0,5,kc_set_a,720575940622979277,MBON27,left,0.8
500.0,5,kc_set_a,720575940623182847,MBON33,left,2.8
500.0,5,kc_set_a,720575940623201833,MBON11,left,96.8
500.0,5,kc_set_a,720575940623377802,MBON16,left,2.0
500.0,5,kc_set_a,720575940624185095,MBON02,left,39.6
500.0,5,kc_set_a,720575940624539284,MBON18,left,14.4
500.0,5,kc_set_a,720575940624590316,MBON03,right,76.4
500.0,5,kc_set_a,720575940628734376,MBON04,right,16.4
500.0,5,kc_set_a,720575940629422086,MBON09,left,108.8
500.0,5,kc_set_a,720575940629856515,MBON09,left,108.4
500.0,5,kc_set_a,720575940629981440,MBON26,left,0.4
500.0,5,kc_set_a,720575940630075703,MBON12,left,9.2
500.0,5,kc_set_a,720575940630496374,MBON05,right,1.2
500.0,5,kc_set_a,720575940630864847,MBON09,right,22.0
500.0,5,kc_set_a,720575940631177803,MBON24,left,2.4
500.0,5,kc_set_a,720575940632118343,MBON10,left,0.8
500.0,5,kc_set_a,720575940632535756,MBON14,left,67.2
500.0,5,kc_set_a,720575940636992368,MBON31,right,1.6
500.0,5,kc_set_a,720575940637902938,MBON35,left,20.4
500.0,5,kc_set_a,720575940638028607,MBON06,right,2.4
500.0,5,kc_set_a,720575940638774606,MBON17,left,0.4
500.0,5,kc_set_a,720575940639556467,MBON10,right,0.8
500.0,5,kc_set_a,720575940642142861,MBON10,left,0.8
500.0,5,kc_set_a,720575940643696288,MBON14,left,79.2
500.0,5,kc_set_a,720575940644615716,MBON31,left,0.4
500.0,5,kc_set_a,720575940645304430,MBON13,left,4.4
500.0,5,kc_set_a,720575940647328900,MBON10,right,0.4
500.0,5,kc_set_a,720575940652390134,MBON07,left,0.8
500.0,5,kc_set_b,720575940609959637,MBON32,left,45.2
500.0,5,kc_set_b,720575940610964946,MBON09,right,21.6
500.0,5,kc_set_b,720575940614595218,MBON28,left,11.6
500.0,5,kc_set_b,720575940617302365,MBON07,left,60.8
500.0,5,kc_set_b,720575940617552340,MBON02,right,20.0
500.0,5,kc_set_b,720575940617567206,MBON23,left,16.8
500.0,5,kc_set_b,720575940617749538,MBON11,right,0.4
500.0,5,kc_set_b,720575940621828443,MBON12,left,2.0
500.0,5,kc_set_b,720575940622979277,MBON27,left,11.6
500.0,5,kc_set_b,720575940623182847,MBON33,left,1.6
500.0,5,kc_set_b,720575940623201833,MBON11,left,77.6
500.0,5,kc_set_b,720575940623377802,MBON16,left,14.4
500.0,5,kc_set_b,720575940624185095,MBON02,left,28.4
500.0,5,kc_set_b,720575940624539284,MBON18,left,27.6
500.0,5,kc_set_b,720575940624590316,MBON03,right,104.0
500.0,5,kc_set_b,720575940628734376,MBON04,right,49.6
500.0,5,kc_set_b,720575940629422086,MBON09,left,96.0
500.0,5,kc_set_b,720575940629856515,MBON09,left,97.6
500.0,5,kc_set_b,720575940629981440,MBON26,left,16.8
500.0,5,kc_set_b,720575940630075703,MBON12,left,5.2
500.0,5,kc_set_b,720575940630864847,MBON09,right,36.4
500.0,5,kc_set_b,720575940631177803,MBON24,left,2.0
500.0,5,kc_set_b,720575940632535756,MBON14,left,72.8
500.0,5,kc_set_b,720575940636992368,MBON31,right,2.4
500.0,5,kc_set_b,720575940637902938,MBON35,left,2.0
500.0,5,kc_set_b,720575940638028607,MBON06,right,3.2
500.0,5,kc_set_b,720575940638526278,MBON32,right,0.8
500.0,5,kc_set_b,720575940638774606,MBON17,left,0.8
500.0,5,kc_set_b,720575940643696288,MBON14,left,81.6
500.0,5,kc_set_b,720575940644615716,MBON31,left,2.4
500.0,5,kc_set_b,720575940645304430,MBON13,left,7.2
500.0,5,kc_set_b,720575940652390134,MBON07,left,20.8
500.0,2,kc_set_a,720575940609959637,MBON32,left,41.0
500.0,2,kc_set_a,720575940610964946,MBON09,right,24.0
500.0,2,kc_set_a,720575940617302365,MBON07,left,44.0
500.0,2,kc_set_a,720575940617552340,MBON02,right,45.0
500.0,2,kc_set_a,720575940621828443,MBON12,left,14.0
500.0,2,kc_set_a,720575940622979277,MBON27,left,1.0
500.0,2,kc_set_a,720575940623182847,MBON33,left,2.0
500.0,2,kc_set_a,720575940623201833,MBON11,left,96.0
500.0,2,kc_set_a,720575940623377802,MBON16,left,2.0
500.0,2,kc_set_a,720575940624185095,MBON02,left,40.0
500.0,2,kc_set_a,720575940624539284,MBON18,left,14.0
500.0,2,kc_set_a,720575940624590316,MBON03,right,78.0
500.0,2,kc_set_a,720575940628734376,MBON04,right,19.0
500.0,2,kc_set_a,720575940629422086,MBON09,left,110.0
500.0,2,kc_set_a,720575940629856515,MBON09,left,109.0
500.0,2,kc_set_a,720575940630075703,MBON12,left,9.0
500.0,2,kc_set_a,720575940630496374,MBON05,right,1.0
500.0,2,kc_set_a,720575940630864847,MBON09,right,24.0
500.0,2,kc_set_a,720575940631177803,MBON24,left,2.0
500.0,2,kc_set_a,720575940632535756,MBON14,left,67.0
500.0,2,kc_set_a,720575940636992368,MBON31,right,1.0
500.0,2,kc_set_a,720575940637902938,MBON35,left,20.0
500.0,2,kc_set_a,720575940638028607,MBON06,right,3.0
500.0,2,kc_set_a,720575940638774606,MBON17,left,1.0
500.0,2,kc_set_a,720575940643696288,MBON14,left,78.0
500.0,2,kc_set_a,720575940645304430,MBON13,left,6.0
500.0,2,kc_set_b,720575940609959637,MBON32,left,43.0
500.0,2,kc_set_b,720575940610964946,MBON09,right,23.0
500.0,2,kc_set_b,720575940614595218,MBON28,left,13.0
500.0,2,kc_set_b,720575940617302365,MBON07,left,63.0
500.0,2,kc_set_b,720575940617552340,MBON02,right,23.0
500.0,2,kc_set_b,720575940617567206,MBON23,left,18.0
500.0,2,kc_set_b,720575940621828443,MBON12,left,3.0
500.0,2,kc_set_b,720575940622979277,MBON27,left,14.0
500.0,2,kc_set_b,720575940623182847,MBON33,left,2.0
500.0,2,kc_set_b,720575940623201833,MBON11,left,79.0
500.0,2,kc_set_b,720575940623377802,MBON16,left,16.0
500.0,2,kc_set_b,720575940624185095,MBON02,left,31.0
500.0,2,kc_set_b,720575940624539284,MBON18,left,29.0
500.0,2,kc_set_b,720575940624590316,MBON03,right,106.0
500.0,2,kc_set_b,720575940628734376,MBON04,right,49.0
500.0,2,kc_set_b,720575940629422086,MBON09,left,95.0
500.0,2,kc_set_b,720575940629856515,MBON09,left,97.0
500.0,2,kc_set_b,720575940629981440,MBON26,left,16.0
500.0,2,kc_set_b,720575940630075703,MBON12,left,5.0
500.0,2,kc_set_b,720575940630864847,MBON09,right,38.0
500.0,2,kc_set_b,720575940631177803,MBON24,left,4.0
500.0,2,kc_set_b,720575940632535756,MBON14,left,74.0
500.0,2,kc_set_b,720575940636992368,MBON31,right,3.0
500.0,2,kc_set_b,720575940637902938,MBON35,left,2.0
500.0,2,kc_set_b,720575940638028607,MBON06,right,4.0
500.0,2,kc_set_b,720575940638526278,MBON32,right,1.0
500.0,2,kc_set_b,720575940638774606,MBON17,left,1.0
500.0,2,kc_set_b,720575940643696288,MBON14,left,85.0
500.0,2,kc_set_b,720575940644615716,MBON31,left,3.0
500.0,2,kc_set_b,720575940645304430,MBON13,left,9.0
500.0,2,kc_set_b,720575940652390134,MBON07,left,26.0
500.0,1,kc_set_a,720575940609959637,MBON32,left,44.0
500.0,1,kc_set_a,720575940610964946,MBON09,right,20.0
500.0,1,kc_set_a,720575940617302365,MBON07,left,36.0
500.0,1,kc_set_a,720575940617552340,MBON02,right,42.0
500.0,1,kc_set_a,720575940621828443,MBON12,left,14.0
500.0,1,kc_set_a,720575940623182847,MBON33,left,2.0
500.0,1,kc_set_a,720575940623201833,MBON11,left,94.0
500.0,1,kc_set_a,720575940623377802,MBON16,left,2.0
500.0,1,kc_set_a,720575940624185095,MBON02,left,38.0
500.0,1,kc_set_a,720575940624539284,MBON18,left,12.0
500.0,1,kc_set_a,720575940624590316,MBON03,right,76.0
500.0,1,kc_set_a,720575940628734376,MBON04,right,16.0
500.0,1,kc_set_a,720575940629422086,MBON09,left,110.0
500.0,1,kc_set_a,720575940629856515,MBON09,left,108.0
500.0,1,kc_set_a,720575940630075703,MBON12,left,10.0
500.0,1,kc_set_a,720575940630864847,MBON09,right,22.0
500.0,1,kc_set_a,720575940631177803,MBON24,left,2.0
500.0,1,kc_set_a,720575940632535756,MBON14,left,64.0
500.0,1,kc_set_a,720575940637902938,MBON35,left,22.0
500.0,1,kc_set_a,720575940638028607,MBON06,right,2.0
500.0,1,kc_set_a,720575940643696288,MBON14,left,74.0
500.0,1,kc_set_a,720575940645304430,MBON13,left,4.0
500.0,1,kc_set_b,720575940609959637,MBON32,left,42.0
500.0,1,kc_set_b,720575940610964946,MBON09,right,16.0
500.0,1,kc_set_b,720575940614595218,MBON28,left,10.0
500.0,1,kc_set_b,720575940617302365,MBON07,left,64.0
500.0,1,kc_set_b,720575940617552340,MBON02,right,24.0
500.0,1,kc_set_b,720575940617567206,MBON23,left,18.0
500.0,1,kc_set_b,720575940621828443,MBON12,left,2.0
500.0,1,kc_set_b,720575940622979277,MBON27,left,14.0
500.0,1,kc_set_b,720575940623182847,MBON33,left,2.0
500.0,1,kc_set_b,720575940623201833,MBON11,left,80.0
500.0,1,kc_set_b,720575940623377802,MBON16,left,12.0
500.0,1,kc_set_b,720575940624185095,MBON02,left,32.0
500.0,1,kc_set_b,720575940624539284,MBON18,left,28.0
500.0,1,kc_set_b,720575940624590316,MBON03,right,104.0
500.0,1,kc_set_b,720575940628734376,MBON04,right,46.0
500.0,1,kc_set_b,720575940629422086,MBON09,left,96.0
500.0,1,kc_set_b,720575940629856515,MBON09,left,96.0
500.0,1,kc_set_b,720575940629981440,MBON26,left,14.0
500.0,1,kc_set_b,720575940630075703,MBON12,left,4.0
500.0,1,kc_set_b,720575940630864847,MBON09,right,34.0
500.0,1,kc_set_b,720575940631177803,MBON24,left,2.0
500.0,1,kc_set_b,720575940632535756,MBON14,left,74.0
500.0,1,kc_set_b,720575940636992368,MBON31,right,2.0
500.0,1,kc_set_b,720575940637902938,MBON35,left,2.0
500.0,1,kc_set_b,720575940638028607,MBON06,right,2.0
500.0,1,kc_set_b,720575940638526278,MBON32,right,2.0
500.0,1,kc_set_b,720575940643696288,MBON14,left,86.0
500.0,1,kc_set_b,720575940644615716,MBON31,left,4.0
500.0,1,kc_set_b,720575940645304430,MBON13,left,8.0
500.0,1,kc_set_b,720575940652390134,MBON07,left,26.0
200.0,5,kc_set_a,720575940609959637,MBON32,left,38.0
200.0,5,kc_set_a,720575940610964946,MBON09,right,26.0
200.0,5,kc_set_a,720575940614595218,MBON28,left,1.0
200.0,5,kc_set_a,720575940615221811,MBON10,right,1.0
200.0,5,kc_set_a,720575940617302365,MBON07,left,47.0
200.0,5,kc_set_a,720575940617552340,MBON02,right,41.0
200.0,5,kc_set_a,720575940617749538,MBON11,right,2.0
200.0,5,kc_set_a,720575940621828443,MBON12,left,16.0
200.0,5,kc_set_a,720575940622979277,MBON27,left,2.0
200.0,5,kc_set_a,720575940623182847,MBON33,left,4.0
200.0,5,kc_set_a,720575940623201833,MBON11,left,96.0
200.0,5,kc_set_a,720575940623377802,MBON16,left,2.0
200.0,5,kc_set_a,720575940624185095,MBON02,left,38.0
200.0,5,kc_set_a,720575940624539284,MBON18,left,16.0
200.0,5,kc_set_a,720575940624590316,MBON03,right,76.0
200.0,5,kc_set_a,720575940628734376,MBON04,right,18.0
200.0,5,kc_set_a,720575940629422086,MBON09,left,110.0
200.0,5,kc_set_a,720575940629856515,MBON09,left,110.0
200.0,5,kc_set_a,720575940630075703,MBON12,left,15.0
200.0,5,kc_set_a,720575940630496374,MBON05,right,4.0
200.0,5,kc_set_a,720575940630864847,MBON09,right,26.0
200.0,5,kc_set_a,720575940631177803,MBON24,left,6.0
200.0,5,kc_set_a,720575940632535756,MBON14,left,68.0
200.0,5,kc_set_a,720575940636992368,MBON31,right,3.0
200.0,5,kc_set_a,720575940637902938,MBON35,left,20.0
200.0,5,kc_set_a,720575940638028607,MBON06,right,7.0
200.0,5,kc_set_a,720575940639556467,MBON10,right,1.0
200.0,5,kc_set_a,720575940642142861,MBON10,left,1.0
200.0,5,kc_set_a,720575940643696288,MBON14,left,80.0
200.0,5,kc_set_a,720575940645304430,MBON13,left,8.0
200.0,5,kc_set_a,720575940652390134,MBON07,left,5.0
200.0,5,kc_set_b,720575940609959637,MBON32,left,46.0
200.0,5,kc_set_b,720575940610964946,MBON09,right,30.0
200.0,5,kc_set_b,720575940614595218,MBON28,left,13.0
200.0,5,kc_set_b,720575940617302365,MBON07,left,63.0
200.0,5,kc_set_b,720575940617552340,MBON02,right,20.0
200.0,5,kc_set_b,720575940617567206,MBON23,left,15.0
200.0,5,kc_set_b,720575940621828443,MBON12,left,5.0
200.0,5,kc_set_b,720575940622979277,MBON27,left,12.0
200.0,5,kc_set_b,720575940623182847,MBON33,left,4.0
200.0,5,kc_set_b,720575940623201833,MBON11,left,77.0
200.0,5,kc_set_b,720575940623377802,MBON16,left,15.0
200.0,5,kc_set_b,720575940624185095,MBON02,left,28.0
200.0,5,kc_set_b,720575940624539284,MBON18,left,28.0
200.0,5,kc_set_b,720575940624590316,MBON03,right,103.0
200.0,5,kc_set_b,720575940628734376,MBON04,right,52.0
200.0,5,kc_set_b,720575940629422086,MBON09,left,95.0
200.0,5,kc_set_b,720575940629856515,MBON09,left,97.0
200.0,5,kc_set_b,720575940629981440,MBON26,left,18.0
200.0,5,kc_set_b,720575940630075703,MBON12,left,11.0
200.0,5,kc_set_b,720575940630864847,MBON09,right,42.0
200.0,5,kc_set_b,720575940631177803,MBON24,left,7.0
200.0,5,kc_set_b,720575940632535756,MBON14,left,75.0
200.0,5,kc_set_b,720575940636992368,MBON31,right,5.0
200.0,5,kc_set_b,720575940637902938,MBON35,left,5.0
200.0,5,kc_set_b,720575940638028607,MBON06,right,6.0
200.0,5,kc_set_b,720575940638526278,MBON32,right,2.0
200.0,5,kc_set_b,720575940643696288,MBON14,left,83.0
200.0,5,kc_set_b,720575940644615716,MBON31,left,4.0
200.0,5,kc_set_b,720575940645304430,MBON13,left,10.0
200.0,5,kc_set_b,720575940652390134,MBON07,left,24.0
200.0,2,kc_set_a,720575940609959637,MBON32,left,35.0
200.0,2,kc_set_a,720575940610964946,MBON09,right,30.0
200.0,2,kc_set_a,720575940615221811,MBON10,right,2.5
200.0,2,kc_set_a,720575940617302365,MBON07,left,45.0
200.0,2,kc_set_a,720575940617552340,MBON02,right,42.5
200.0,2,kc_set_a,720575940617749538,MBON11,right,2.5
200.0,2,kc_set_a,720575940621828443,MBON12,left,15.0
200.0,2,kc_set_a,720575940622979277,MBON27,left,2.5
200.0,2,kc_set_a,720575940623182847,MBON33,left,2.5
200.0,2,kc_set_a,720575940623201833,MBON11,left,90.0
200.0,2,kc_set_a,720575940623377802,MBON16,left,2.5
200.0,2,kc_set_a,720575940624185095,MBON02,left,40.0
200.0,2,kc_set_a,720575940624539284,MBON18,left,17.5
200.0,2,kc_set_a,720575940624590316,MBON03,right,75.0
200.0,2,kc_set_a,720575940628734376,MBON04,right,15.0
200.0,2,kc_set_a,720575940629422086,MBON09,left,107.5
200.0,2,kc_set_a,720575940629856515,MBON09,left,107.5
200.0,2,kc_set_a,720575940630075703,MBON12,left,10.0
200.0,2,kc_set_a,720575940630864847,MBON09,right,25.0
200.0,2,kc_set_a,720575940631177803,MBON24,left,5.0
