duration_ms,trials,condition,root_id,cell_type,side,rate_hz
200.0,2,kc_set_a,720575940632535756,MBON14,left,67.5
200.0,2,kc_set_a,720575940636992368,MBON31,right,2.5
200.0,2,kc_set_a,720575940637902938,MBON35,left,17.5
200.0,2,kc_set_a,720575940638028607,MBON06,right,2.5
200.0,2,kc_set_a,720575940639556467,MBON10,right,2.5
200.0,2,kc_set_a,720575940642142861,MBON10,left,2.5
200.0,2,kc_set_a,720575940643696288,MBON14,left,80.0
200.0,2,kc_set_a,720575940645304430,MBON13,left,7.5
200.0,2,kc_set_a,720575940652390134,MBON07,left,2.5
200.0,2,kc_set_b,720575940609959637,MBON32,left,47.5
200.0,2,kc_set_b,720575940610964946,MBON09,right,27.5
200.0,2,kc_set_b,720575940614595218,MBON28,left,12.5
200.0,2,kc_set_b,720575940617302365,MBON07,left,65.0
200.0,2,kc_set_b,720575940617552340,MBON02,right,22.5
200.0,2,kc_set_b,720575940617567206,MBON23,left,17.5
200.0,2,kc_set_b,720575940621828443,MBON12,left,5.0
200.0,2,kc_set_b,720575940622979277,MBON27,left,15.0
200.0,2,kc_set_b,720575940623182847,MBON33,left,5.0
200.0,2,kc_set_b,720575940623201833,MBON11,left,75.0
200.0,2,kc_set_b,720575940623377802,MBON16,left,12.5
200.0,2,kc_set_b,720575940624185095,MBON02,left,30.0
200.0,2,kc_set_b,720575940624539284,MBON18,left,30.0
200.0,2,kc_set_b,720575940624590316,MBON03,right,102.5
200.0,2,kc_set_b,720575940628734376,MBON04,right,47.5
200.0,2,kc_set_b,720575940629422086,MBON09,left,95.0
200.0,2,kc_set_b,720575940629856515,MBON09,left,95.0
200.0,2,kc_set_b,720575940629981440,MBON26,left,17.5
200.0,2,kc_set_b,720575940630075703,MBON12,left,10.0
200.0,2,kc_set_b,720575940630864847,MBON09,right,42.5
200.0,2,kc_set_b,720575940631177803,MBON24,left,7.5
200.0,2,kc_set_b,720575940632535756,MBON14,left,75.0
200.0,2,kc_set_b,720575940636992368,MBON31,right,5.0
200.0,2,kc_set_b,720575940637902938,MBON35,left,5.0
200.0,2,kc_set_b,720575940638028607,MBON06,right,7.5
200.0,2,kc_set_b,720575940638526278,MBON32,right,2.5
200.0,2,kc_set_b,720575940643696288,MBON14,left,85.0
200.0,2,kc_set_b,720575940644615716,MBON31,left,5.0
200.0,2,kc_set_b,720575940645304430,MBON13,left,10.0
200.0,2,kc_set_b,720575940652390134,MBON07,left,22.5
200.0,1,kc_set_a,720575940609959637,MBON32,left,45.0
200.0,1,kc_set_a,720575940610964946,MBON09,right,30.0
200.0,1,kc_set_a,720575940617302365,MBON07,left,40.0
200.0,1,kc_set_a,720575940617552340,MBON02,right,45.0
200.0,1,kc_set_a,720575940621828443,MBON12,left,25.0
200.0,1,kc_set_a,720575940623201833,MBON11,left,90.0
200.0,1,kc_set_a,720575940623377802,MBON16,left,5.0
200.0,1,kc_set_a,720575940624185095,MBON02,left,40.0
200.0,1,kc_set_a,720575940624539284,MBON18,left,15.0
200.0,1,kc_set_a,720575940624590316,MBON03,right,70.0
200.0,1,kc_set_a,720575940628734376,MBON04,right,20.0
200.0,1,kc_set_a,720575940629422086,MBON09,left,110.0
200.0,1,kc_set_a,720575940629856515,MBON09,left,110.0
200.0,1,kc_set_a,720575940630075703,MBON12,left,15.0
200.0,1,kc_set_a,720575940630864847,MBON09,right,30.0
200.0,1,kc_set_a,720575940631177803,MBON24,left,5.0
200.0,1,kc_set_a,720575940632535756,MBON14,left,65.0
200.0,1,kc_set_a,720575940637902938,MBON35,left,20.0
200.0,1,kc_set_a,720575940638028607,MBON06,right,5.0
200.0,1,kc_set_a,720575940643696288,MBON14,left,80.0
200.0,1,kc_set_a,720575940645304430,MBON13,left,10.0
200.0,1,kc_set_b,720575940609959637,MBON32,left,45.0
200.0,1,kc_set_b,720575940610964946,MBON09,right,25.0
200.0,1,kc_set_b,720575940614595218,MBON28,left,10.0
200.0,1,kc_set_b,720575940617302365,MBON07,left,65.0
200.0,1,kc_set_b,720575940617552340,MBON02,right,25.0
200.0,1,kc_set_b,720575940617567206,MBON23,left,20.0
200.0,1,kc_set_b,720575940621828443,MBON12,left,5.0
200.0,1,kc_set_b,720575940622979277,MBON27,left,15.0
200.0,1,kc_set_b,720575940623182847,MBON33,left,5.0
200.0,1,kc_set_b,720575940623201833,MBON11,left,85.0
200.0,1,kc_set_b,720575940623377802,MBON16,left,15.0
200.0,1,kc_set_b,720575940624185095,MBON02,left,30.0
200.0,1,kc_set_b,720575940624539284,MBON18,left,30.0
200.0,1,kc_set_b,720575940624590316,MBON03,right,105.0
200.0,1,kc_set_b,720575940628734376,MBON04,right,45.0
200.0,1,kc_set_b,720575940629422086,MBON09,left,95.0
200.0,1,kc_set_b,720575940629856515,MBON09,left,95.0
200.0,1,kc_set_b,720575940629981440,MBON26,left,15.0
200.0,1,kc_set_b,720575940630075703,MBON12,left,10.0
200.0,1,kc_set_b,720575940630864847,MBON09,right,40.0
200.0,1,kc_set_b,720575940631177803,MBON24,left,5.0
200.0,1,kc_set_b,720575940632535756,MBON14,left,75.0
200.0,1,kc_set_b,720575940636992368,MBON31,right,5.0
200.0,1,kc_set_b,720575940637902938,MBON35,left,5.0
200.0,1,kc_set_b,720575940638028607,MBON06,right,5.0
200.0,1,kc_set_b,720575940638526278,MBON32,right,5.0
200.0,1,kc_set_b,720575940643696288,MBON14,left,85.0
200.0,1,kc_set_b,720575940644615716,MBON31,left,5.0
200.0,1,kc_set_b,720575940645304430,MBON13,left,10.0
200.0,1,kc_set_b,720575940652390134,MBON07,left,25.0
100.0,5,kc_set_a,720575940609959637,MBON32,left,40.0
100.0,5,kc_set_a,720575940610964946,MBON09,right,30.0
100.0,5,kc_set_a,720575940615221811,MBON10,right,2.0
100.0,5,kc_set_a,720575940617302365,MBON07,left,40.0
100.0,5,kc_set_a,720575940617552340,MBON02,right,38.0
100.0,5,kc_set_a,720575940617749538,MBON11,right,6.0
100.0,5,kc_set_a,720575940621828443,MBON12,left,24.0
100.0,5,kc_set_a,720575940623182847,MBON33,left,4.0
100.0,5,kc_set_a,720575940623201833,MBON11,left,96.0
100.0,5,kc_set_a,720575940623377802,MBON16,left,2.0
100.0,5,kc_set_a,720575940624185095,MBON02,left,36.0
100.0,5,kc_set_a,720575940624539284,MBON18,left,16.0
100.0,5,kc_set_a,720575940624590316,MBON03,right,70.0
100.0,5,kc_set_a,720575940628734376,MBON04,right,22.0
100.0,5,kc_set_a,720575940629422086,MBON09,left,110.0
100.0,5,kc_set_a,720575940629856515,MBON09,left,108.0
100.0,5,kc_set_a,720575940630075703,MBON12,left,20.0
100.0,5,kc_set_a,720575940630496374,MBON05,right,8.0
100.0,5,kc_set_a,720575940630864847,MBON09,right,30.0
100.0,5,kc_set_a,720575940631177803,MBON24,left,10.0
100.0,5,kc_set_a,720575940632118343,MBON10,left,2.0
100.0,5,kc_set_a,720575940632535756,MBON14,left,60.0
100.0,5,kc_set_a,720575940636992368,MBON31,right,4.0
100.0,5,kc_set_a,720575940637902938,MBON35,left,14.0
100.0,5,kc_set_a,720575940638028607,MBON06,right,12.0
100.0,5,kc_set_a,720575940639556467,MBON10,right,2.0
100.0,5,kc_set_a,720575940642142861,MBON10,left,2.0
100.0,5,kc_set_a,720575940643696288,MBON14,left,74.0
100.0,5,kc_set_a,720575940645304430,MBON13,left,14.0
100.0,5,kc_set_a,720575940652390134,MBON07,left,2.0
100.0,5,kc_set_b,720575940609959637,MBON32,left,42.0
100.0,5,kc_set_b,720575940610964946,MBON09,right,24.0
100.0,5,kc_set_b,720575940614595218,MBON28,left,12.0
100.0,5,kc_set_b,720575940617302365,MBON07,left,64.0
100.0,5,kc_set_b,720575940617552340,MBON02,right,12.0
100.0,5,kc_set_b,720575940617567206,MBON23,left,8.0
100.0,5,kc_set_b,720575940617749538,MBON11,right,4.0
100.0,5,kc_set_b,720575940621828443,MBON12,left,4.0
100.0,5,kc_set_b,720575940622979277,MBON27,left,8.0
100.0,5,kc_set_b,720575940623182847,MBON33,left,4.0
100.0,5,kc_set_b,720575940623201833,MBON11,left,68.0
100.0,5,kc_set_b,720575940623377802,MBON16,left,16.0
100.0,5,kc_set_b,720575940624185095,MBON02,left,22.0
100.0,5,kc_set_b,720575940624539284,MBON18,left,30.0
100.0,5,kc_set_b,720575940624590316,MBON03,right,110.0
100.0,5,kc_set_b,720575940628734376,MBON04,right,44.0
100.0,5,kc_set_b,720575940629422086,MBON09,left,96.0
100.0,5,kc_set_b,720575940629856515,MBON09,left,96.0
100.0,5,kc_set_b,720575940629981440,MBON26,left,20.0
100.0,5,kc_set_b,720575940630075703,MBON12,left,10.0
100.0,5,kc_set_b,720575940630864847,MBON09,right,38.0
100.0,5,kc_set_b,720575940631177803,MBON24,left,4.0
100.0,5,kc_set_b,720575940632535756,MBON14,left,68.0
100.0,5,kc_set_b,720575940636992368,MBON31,right,8.0
100.0,5,kc_set_b,720575940637902938,MBON35,left,6.0
100.0,5,kc_set_b,720575940638028607,MBON06,right,8.0
100.0,5,kc_set_b,720575940638526278,MBON32,right,4.0
100.0,5,kc_set_b,720575940643696288,MBON14,left,78.0
100.0,5,kc_set_b,720575940644615716,MBON31,left,8.0
100.0,5,kc_set_b,720575940645304430,MBON13,left,8.0
100.0,5,kc_set_b,720575940652390134,MBON07,left,24.0
100.0,2,kc_set_a,720575940609959637,MBON32,left,45.0
100.0,2,kc_set_a,720575940610964946,MBON09,right,30.0
100.0,2,kc_set_a,720575940617302365,MBON07,left,35.0
100.0,2,kc_set_a,720575940617552340,MBON02,right,40.0
100.0,2,kc_set_a,720575940617749538,MBON11,right,5.0
100.0,2,kc_set_a,720575940621828443,MBON12,left,30.0
100.0,2,kc_set_a,720575940623182847,MBON33,left,5.0
100.0,2,kc_set_a,720575940623201833,MBON11,left,100.0
100.0,2,kc_set_a,720575940623377802,MBON16,left,5.0
100.0,2,kc_set_a,720575940624185095,MBON02,left,35.0
100.0,2,kc_set_a,720575940624539284,MBON18,left,15.0
100.0,2,kc_set_a,720575940624590316,MBON03,right,65.0
100.0,2,kc_set_a,720575940628734376,MBON04,right,25.0
100.0,2,kc_set_a,720575940629422086,MBON09,left,110.0
100.0,2,kc_set_a,720575940629856515,MBON09,left,110.0
100.0,2,kc_set_a,720575940630075703,MBON12,left,20.0
100.0,2,kc_set_a,720575940630496374,MBON05,right,5.0
100.0,2,kc_set_a,720575940630864847,MBON09,right,35.0
100.0,2,kc_set_a,720575940631177803,MBON24,left,10.0
100.0,2,kc_set_a,720575940632535756,MBON14,left,60.0
100.0,2,kc_set_a,720575940637902938,MBON35,left,15.0
100.0,2,kc_set_a,720575940638028607,MBON06,right,15.0
100.0,2,kc_set_a,720575940643696288,MBON14,left,70.0
100.0,2,kc_set_a,720575940645304430,MBON13,left,15.0
100.0,2,kc_set_b,720575940609959637,MBON32,left,45.0
100.0,2,kc_set_b,720575940610964946,MBON09,right,20.0
100.0,2,kc_set_b,720575940614595218,MBON28,left,15.0
100.0,2,kc_set_b,720575940617302365,MBON07,left,70.0
100.0,2,kc_set_b,720575940617552340,MBON02,right,15.0
100.0,2,kc_set_b,720575940617567206,MBON23,left,10.0
100.0,2,kc_set_b,720575940617749538,MBON11,right,5.0
100.0,2,kc_set_b,720575940621828443,MBON12,left,5.0
100.0,2,kc_set_b,720575940622979277,MBON27,left,10.0
100.0,2,kc_set_b,720575940623182847,MBON33,left,5.0
100.0,2,kc_set_b,720575940623201833,MBON11,left,75.0
100.0,2,kc_set_b,720575940623377802,MBON16,left,15.0
100.0,2,kc_set_b,720575940624185095,MBON02,left,30.0
100.0,2,kc_set_b,720575940624539284,MBON18,left,30.0
100.0,2,kc_set_b,720575940624590316,MBON03,right,115.0
100.0,2,kc_set_b,720575940628734376,MBON04,right,45.0
100.0,2,kc_set_b,720575940629422086,MBON09,left,95.0
100.0,2,kc_set_b,720575940629856515,MBON09,left,95.0
100.0,2,kc_set_b,720575940629981440,MBON26,left,20.0
100.0,2,kc_set_b,720575940630075703,MBON12,left,15.0
100.0,2,kc_set_b,720575940630864847,MBON09,right,40.0
100.0,2,kc_set_b,720575940631177803,MBON24,left,10.0
100.0,2,kc_set_b,720575940632535756,MBON14,left,70.0
100.0,2,kc_set_b,720575940636992368,MBON31,right,10.0
100.0,2,kc_set_b,720575940637902938,MBON35,left,10.0
100.0,2,kc_set_b,720575940638028607,MBON06,right,10.0
100.0,2,kc_set_b,720575940638526278,MBON32,right,5.0
100.0,2,kc_set_b,720575940643696288,MBON14,left,80.0
100.0,2,kc_set_b,720575940644615716,MBON31,left,10.0
100.0,2,kc_set_b,720575940645304430,MBON13,left,10.0
100.0,2,kc_set_b,720575940652390134,MBON07,left,20.0
100.0,1,kc_set_a,720575940609959637,MBON32,left,50.0
100.0,1,kc_set_a,720575940610964946,MBON09,right,30.0
100.0,1,kc_set_a,720575940617302365,MBON07,left,30.0
100.0,1,kc_set_a,720575940617552340,MBON02,right,40.0
100.0,1,kc_set_a,720575940621828443,MBON12,left,30.0
100.0,1,kc_set_a,720575940623201833,MBON11,left,100.0
100.0,1,kc_set_a,720575940624185095,MBON02,left,40.0
100.0,1,kc_set_a,720575940624539284,MBON18,left,10.0
100.0,1,kc_set_a,720575940624590316,MBON03,right,60.0
100.0,1,kc_set_a,720575940628734376,MBON04,right,20.0
100.0,1,kc_set_a,720575940629422086,MBON09,left,110.0
100.0,1,kc_set_a,720575940629856515,MBON09,left,110.0
100.0,1,kc_set_a,720575940630075703,MBON12,left,20.0
100.0,1,kc_set_a,720575940630864847,MBON09,right,30.0
100.0,1,kc_set_a,720575940631177803,MBON24,left,10.0
100.0,1,kc_set_a,720575940632535756,MBON14,left,60.0
100.0,1,kc_set_a,720575940637902938,MBON35,left,20.0
100.0,1,kc_set_a,720575940638028607,MBON06,right,10.0
100.0,1,kc_set_a,720575940643696288,MBON14,left,70.0
100.0,1,kc_set_a,720575940645304430,MBON13,left,20.0
100.0,1,kc_set_b,720575940609959637,MBON32,left,50.0
100.0,1,kc_set_b,720575940610964946,MBON09,right,20.0
100.0,1,kc_set_b,720575940614595218,MBON28,left,10.0
100.0,1,kc_set_b,720575940617302365,MBON07,left,70.0
100.0,1,kc_set_b,720575940617552340,MBON02,right,10.0
100.0,1,kc_set_b,720575940617567206,MBON23,left,10.0
100.0,1,kc_set_b,720575940621828443,MBON12,left,10.0
100.0,1,kc_set_b,720575940622979277,MBON27,left,10.0
100.0,1,kc_set_b,720575940623182847,MBON33,left,10.0
100.0,1,kc_set_b,720575940623201833,MBON11,left,80.0
100.0,1,kc_set_b,720575940623377802,MBON16,left,10.0
100.0,1,kc_set_b,720575940624185095,MBON02,left,30.0
100.0,1,kc_set_b,720575940624539284,MBON18,left,30.0
100.0,1,kc_set_b,720575940624590316,MBON03,right,110.0
100.0,1,kc_set_b,720575940628734376,MBON04,right,40.0
100.0,1,kc_set_b,720575940629422086,MBON09,left,90.0
100.0,1,kc_set_b,720575940629856515,MBON09,left,90.0
100.0,1,kc_set_b,720575940629981440,MBON26,left,20.0
100.0,1,kc_set_b,720575940630075703,MBON12,left,20.0
100.0,1,kc_set_b,720575940630864847,MBON09,right,50.0
100.0,1,kc_set_b,720575940631177803,MBON24,left,10.0
100.0,1,kc_set_b,720575940632535756,MBON14,left,70.0
100.0,1,kc_set_b,720575940636992368,MBON31,right,10.0
100.0,1,kc_set_b,720575940637902938,MBON35,left,10.0
100.0,1,kc_set_b,720575940638028607,MBON06,right,10.0
100.0,1,kc_set_b,720575940638526278,MBON32,right,10.0
100.0,1,kc_set_b,720575940643696288,MBON14,left,80.0
100.0,1,kc_set_b,720575940644615716,MBON31,left,10.0
100.0,1,kc_set_b,720575940645304430,MBON13,left,10.0
100.0,1,kc_set_b,720575940652390134,MBON07,left,20.0
